QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,John Brown,Hunter Henry,Duke Johnson,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,Robby Anderson,Larry Fitzgerald,DeAndre Hopkins,Darren Waller,Duke Johnson,Los Angeles Rams
Tua Tagovailoa,Mike Davis,Aaron Jones,Jakeem Grant,DeVante Parker,Davante Adams,Noah Fant,Alvin Kamara,New Orleans Saints
Carson Wentz,Mike Davis,Aaron Jones,Stefon Diggs,Keenan Allen,Michael Thomas,Dallas Goedert,Jalen Reagor,Detroit Lions
Russell Wilson,Mike Davis,Aaron Jones,Tyler Lockett,D.J. Moore,D.K. Metcalf,Logan Thomas,D'Andre Swift,Philadelphia Eagles
Jared Goff,Mike Davis,Aaron Jones,Stefon Diggs,Josh Reynolds,Cooper Kupp,Austin Hooper,James Conner,Green Bay Packers
Ben Roethlisberger,Mike Davis,Aaron Jones,Stefon Diggs,Diontae Johnson,Terry McLaurin,Eric Ebron,Miles Sanders,Denver Broncos
Daniel Jones,Mike Davis,Aaron Jones,Stefon Diggs,Darius Slayton,Chris Godwin,Evan Engram,Josh Jacobs,Pittsburgh Steelers
Aaron Rodgers,Mike Davis,Aaron Jones,A.J. Green,Jerry Jeudy,Davante Adams,Robert Tonyan,Antonio Gibson,Miami Dolphins
Deshaun Watson,Mike Davis,Aaron Jones,Stefon Diggs,Chase Claypool,JuJu Smith-Schuster,Jordan Akins,Will Fuller,Cleveland Browns
Matthew Stafford,Mike Davis,Aaron Jones,Stefon Diggs,Robert Woods,Jarvis Landry,T.J. Hockenson,Marvin Jones,Los Angeles Chargers
Justin Herbert,Mike Davis,Aaron Jones,Keenan Allen,DJ Chark,Mike Williams,Mike Gesicki,James Robinson,New York Giants
Joe Burrow,Mike Davis,Aaron Jones,Curtis Samuel,Tee Higgins,Tyler Boyd,Rob Gronkowski,Alvin Kamara,Tampa Bay Buccaneers
Drew Brees,Mike Davis,Aaron Jones,Michael Thomas,Brandin Cooks,Christian Kirk,Jared Cook,Nick Chubb,Houston Texans
Tom Brady,Mike Davis,Aaron Jones,Davante Adams,Antonio Brown,Mike Evans,Drew Sample,Jerick McKinnon,Washington Football Team
Drew Lock,Aaron Jones,Alvin Kamara,Davante Adams,KJ Hamler,Tim Patrick,Tyler Higbee,Leonard Fournette,Seattle Seahawks
Derek Carr,Aaron Jones,Giovani Bernard,Davante Adams,Sterling Shepard,Henry Ruggs,Darren Waller,Brandon Aiyuk,Jacksonville Jaguars
Josh Allen,Aaron Jones,Jamaal Williams,Stefon Diggs,Cole Beasley,Travis Fulgham,Jordan Reed,Kareem Hunt,Carolina Panthers
Josh Allen,Wayne Gallman,Melvin Gordon,Stefon Diggs,Davante Adams,Rashard Higgins,Dawson Knox,Chase Edmonds,Las Vegas Raiders
Jake Luton,Aaron Jones,Alvin Kamara,Keelan Cole,Davante Adams,Emmanuel Sanders,Tyler Eifert,Darrell Henderson,Buffalo Bills
