Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1564106312,dgarrott (14/20),0,167.65,3B Justin Turner SS Jean Segura 2B Max Muncy P Vince Velasquez C J.T. Realmuto 1B Joc Pederson OF Roman Quinn OF Matt Beaty OF Cody Bellinger P Tony Gonsolin,,Cody Bellinger,OF,65.95%,20
2,1564057520,4th_and_29 (8/20),0,165.65,SS Jean Segura 1B Matt Adams 2B Max Muncy P Vince Velasquez C J.T. Realmuto OF Joc Pederson OF Matt Beaty OF Cody Bellinger 3B Scott Kingery P Tony Gonsolin,,Jeff Samardzija,P,59.41%,9.4
3,1564407842,turd_ferguson (1/3),0,165.6,3B Justin Turner OF David Peralta 1B Matt Adams C J.T. Realmuto OF Joc Pederson 2B Ketel Marte SS Trea Turner P Erick Fedde OF Cody Bellinger P Tony Gonsolin,,Ketel Marte,2B,53.68%,10
3,1564572001,turd_ferguson (2/3),0,165.6,3B Justin Turner OF David Peralta 1B Matt Adams C J.T. Realmuto OF Joc Pederson 2B Ketel Marte SS Trea Turner P Erick Fedde OF Cody Bellinger P Tony Gonsolin,,Max Muncy,1B,53.61%,8
3,1564572016,turd_ferguson (3/3),0,165.6,3B Justin Turner OF David Peralta 1B Matt Adams C J.T. Realmuto OF Joc Pederson 2B Ketel Marte SS Trea Turner P Erick Fedde OF Cody Bellinger P Tony Gonsolin,,Merrill Kelly,P,42.46%,10.1
6,1564497251,boss0180 (10/20),0,164.65,3B Justin Turner OF David Peralta SS Jean Segura 2B César Hernández 1B Max Muncy P Vince Velasquez C J.T. Realmuto OF Joc Pederson OF Cody Bellinger P Tony Gonsolin,,Bryce Harper,OF,41.98%,8
7,1564533602,PistolPete-88 (1/2),0,164.6,OF David Peralta 3B Anthony Rendon C J.T. Realmuto 1B Joc Pederson 2B Ketel Marte SS Trea Turner P Erick Fedde OF Cody Bellinger OF Juan Soto P Tony Gonsolin,,Vince Velasquez,P,36.71%,16.95
8,1564076442,oldgeezer58,0,163.65,3B Justin Turner OF David Peralta 2B Max Muncy P Vince Velasquez C J.T. Realmuto 1B Joc Pederson SS Trea Turner OF Matt Beaty OF Cody Bellinger P Tony Gonsolin,,Will Smith,C,33.89%,5
8,1564635275,Corey658 (19/20),0,163.65,SS Jean Segura 1B Matt Adams 2B César Hernández OF Bryce Harper P Vince Velasquez C J.T. Realmuto OF Joc Pederson OF Cody Bellinger 3B Scott Kingery P Tony Gonsolin,,Trea Turner,SS,31.22%,9
10,1564060342,4th_and_29 (13/20),0,162.65,2B César Hernández P Vince Velasquez C J.T. Realmuto OF Joc Pederson SS Corey Seager OF Cody Bellinger 1B Rhys Hoskins 3B Scott Kingery OF Adam Haseley P Tony Gonsolin,,Joc Pederson,1B,30.56%,21
