PG,SG,SF,PF,C,G,F,UTIL
Eric Gordon,Dennis Schroder,Kyle Anderson,JaMychal Green,Gorgui Dieng,LeBron James,P.J. Tucker,Nikola Jokic
John Wall,Dennis Schroder,LeBron James,P.J. Tucker,Gorgui Dieng,Ja Morant,Will Barton,Jamal Murray
Monte Morris,Eric Gordon,LeBron James,Brandon Clarke,Gorgui Dieng,Dennis Schroder,Will Barton,Christian Wood
John Wall,Dennis Schroder,Jae'Sean Tate,JaMychal Green,Gorgui Dieng,Ja Morant,Anthony Davis,Jamal Murray
Monte Morris,Eric Gordon,Talen Horton-Tucker,Kyle Anderson,Christian Wood,Dennis Schroder,Brandon Clarke,Nikola Jokic
John Wall,Dennis Schroder,Kyle Anderson,P.J. Tucker,Gorgui Dieng,Facundo Campazzo,Anthony Davis,Nikola Jokic
Monte Morris,Eric Gordon,LeBron James,JaMychal Green,Christian Wood,Ja Morant,Brandon Clarke,Marc Gasol
John Wall,Eric Gordon,Michael Porter Jr.,Anthony Davis,Gorgui Dieng,Ja Morant,Paul Millsap,Montrezl Harrell
John Wall,Dennis Schroder,LeBron James,Paul Millsap,Gorgui Dieng,De'Anthony Melton,Will Barton,Christian Wood
John Wall,De'Anthony Melton,Talen Horton-Tucker,Jae'Sean Tate,Gorgui Dieng,Monte Morris,LeBron James,Nikola Jokic
John Wall,Dennis Schroder,Sterling Brown,JaMychal Green,Montrezl Harrell,Ja Morant,Brandon Clarke,Nikola Jokic
John Wall,Dillon Brooks,Danuel House Jr.,JaMychal Green,Gorgui Dieng,Alex Caruso,LeBron James,Nikola Jokic
John Wall,Dennis Schroder,Talen Horton-Tucker,Kyle Anderson,Nikola Jokic,Jamal Murray,Brandon Clarke,DeMarcus Cousins
John Wall,Dillon Brooks,Kyle Anderson,P.J. Tucker,Montrezl Harrell,Jamal Murray,Michael Porter Jr.,LeBron James
John Wall,Dennis Schroder,Kyle Anderson,Jae'Sean Tate,Gorgui Dieng,Jamal Murray,Michael Porter Jr.,LeBron James
John Wall,Dennis Schroder,Talen Horton-Tucker,JaMychal Green,Christian Wood,De'Anthony Melton,Xavier Tillman Sr.,Nikola Jokic
John Wall,Will Barton,Talen Horton-Tucker,Anthony Davis,Gorgui Dieng,Ja Morant,Paul Millsap,Christian Wood
John Wall,Eric Gordon,Will Barton,Anthony Davis,Gorgui Dieng,Ja Morant,Kentavious Caldwell-Pope,Jamal Murray
Eric Gordon,Dennis Schroder,Kyle Anderson,JaMychal Green,Christian Wood,LeBron James,Brandon Clarke,Paul Millsap
John Wall,Kentavious Caldwell-Pope,Danuel House Jr.,Brandon Clarke,Gorgui Dieng,LeBron James,Paul Millsap,Nikola Jokic
