PG,SG,SF,PF,C,G,F,UTIL
Jamal Murray,Dennis Schroder,Sterling Brown,Kyle Anderson,Gorgui Dieng,LeBron James,P.J. Tucker,Nikola Jokic
Ja Morant,Dennis Schroder,Danuel House Jr.,JaMychal Green,Gorgui Dieng,Will Barton,Anthony Davis,Christian Wood
Ja Morant,Eric Gordon,Jae'Sean Tate,Brandon Clarke,Montrezl Harrell,Dennis Schroder,Paul Millsap,Nikola Jokic
Ja Morant,Will Barton,LeBron James,P.J. Tucker,Gorgui Dieng,Jamal Murray,Kentavious Caldwell-Pope,Christian Wood
Monte Morris,Dennis Schroder,Talen Horton-Tucker,Kyle Anderson,Christian Wood,Ja Morant,Danuel House Jr.,Nikola Jokic
Monte Morris,Eric Gordon,LeBron James,Xavier Tillman Sr.,Montrezl Harrell,De'Anthony Melton,P.J. Tucker,Nikola Jokic
Monte Morris,Dillon Brooks,Sterling Brown,Xavier Tillman Sr.,Christian Wood,Jamal Murray,LeBron James,Dennis Schroder
Monte Morris,Kentavious Caldwell-Pope,Danuel House Jr.,Brandon Clarke,Nikola Jokic,Ja Morant,P.J. Tucker,LeBron James
Eric Gordon,Dennis Schroder,LeBron James,Michael Porter Jr.,Gorgui Dieng,Will Barton,Desmond Bane,Christian Wood
Ja Morant,Alex Caruso,Sterling Brown,Brandon Clarke,Christian Wood,Jamal Murray,Paul Millsap,LeBron James
Ja Morant,Eric Gordon,LeBron James,JaMychal Green,Gorgui Dieng,Alex Caruso,P.J. Tucker,Nikola Jokic
Eric Gordon,Dillon Brooks,Will Barton,JaMychal Green,Christian Wood,De'Anthony Melton,Anthony Davis,Montrezl Harrell
Monte Morris,Eric Gordon,Sterling Brown,Brandon Clarke,Gorgui Dieng,Dennis Schroder,Anthony Davis,Nikola Jokic
Eric Gordon,Dillon Brooks,Kyle Anderson,P.J. Tucker,Nikola Jokic,Alex Caruso,Anthony Davis,Will Barton
Eric Gordon,De'Anthony Melton,Jae'Sean Tate,JaMychal Green,Gorgui Dieng,LeBron James,Anthony Davis,Michael Porter Jr.
Monte Morris,Will Barton,Sterling Brown,Kyle Anderson,Christian Wood,Ja Morant,LeBron James,Montrezl Harrell
John Wall,De'Anthony Melton,Will Barton,P.J. Tucker,Montrezl Harrell,Ja Morant,Anthony Davis,Jamal Murray
Monte Morris,Dennis Schroder,Kyle Anderson,Brandon Clarke,Christian Wood,Jamal Murray,P.J. Tucker,Anthony Davis
Ja Morant,Eric Gordon,Kyle Anderson,JaMychal Green,DeMarcus Cousins,Dennis Schroder,Michael Porter Jr.,LeBron James
John Wall,Dennis Schroder,Michael Porter Jr.,Anthony Davis,Gorgui Dieng,Ja Morant,Paul Millsap,DeMarcus Cousins
