QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Ben Roethlisberger,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,Diontae Johnson,Jonnu Smith,Jarvis Landry,Tennessee Titans
Drew Brees,Derrick Henry,Gus Edwards,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Allen Robinson,Cleveland Browns
Lamar Jackson,David Montgomery,James Conner,Michael Thomas,Chase Claypool,A.J. Brown,Mark Andrews,Cole Kmet,Pittsburgh Steelers
Lamar Jackson,Alvin Kamara,Kareem Hunt,Corey Davis,Marquise Brown,JuJu Smith-Schuster,Eric Ebron,Chase Claypool,New Orleans Saints
Baker Mayfield,Alvin Kamara,James Conner,JuJu Smith-Schuster,Diontae Johnson,Allen Robinson,Mark Andrews,Austin Hooper,Baltimore Ravens
Drew Brees,Alvin Kamara,Derrick Henry,Chase Claypool,Anthony Miller,A.J. Brown,Austin Hooper,Emmanuel Sanders,Tennessee Titans
Lamar Jackson,Derrick Henry,Nick Chubb,JuJu Smith-Schuster,Jarvis Landry,Anthony Miller,Mark Andrews,Jonnu Smith,Chicago Bears
Ben Roethlisberger,Derrick Henry,James Conner,Marquise Brown,Diontae Johnson,A.J. Brown,Eric Ebron,Rashard Higgins,Chicago Bears
Mitchell Trubisky,David Montgomery,Nick Chubb,Marquise Brown,Chase Claypool,Allen Robinson,Jared Cook,Jarvis Landry,Baltimore Ravens
Mitchell Trubisky,Derrick Henry,J.K. Dobbins,Corey Davis,JuJu Smith-Schuster,Diontae Johnson,Cole Kmet,Emmanuel Sanders,Pittsburgh Steelers
Lamar Jackson,Alvin Kamara,J.K. Dobbins,Allen Robinson,A.J. Brown,Rashard Higgins,Jonnu Smith,Miles Boykin,Cleveland Browns
Ryan Tannehill,J.K. Dobbins,Latavius Murray,Michael Thomas,Marquise Brown,Jarvis Landry,Austin Hooper,A.J. Brown,New Orleans Saints
Ryan Tannehill,Alvin Kamara,David Montgomery,Allen Robinson,Dez Bryant,Cordarrelle Patterson,Anthony Firkser,Derrick Henry,Pittsburgh Steelers
Drew Brees,David Montgomery,J.K. Dobbins,Michael Thomas,JuJu Smith-Schuster,Anthony Miller,Eric Ebron,Rashard Higgins,Baltimore Ravens
Baker Mayfield,Derrick Henry,Nick Chubb,Michael Thomas,Diontae Johnson,Chase Claypool,Anthony Firkser,Donovan Peoples-Jones,New Orleans Saints
Mitchell Trubisky,Kareem Hunt,Benny Snell,Michael Thomas,JuJu Smith-Schuster,Allen Robinson,Jimmy Graham,A.J. Brown,Tennessee Titans
Ben Roethlisberger,Alvin Kamara,Gus Edwards,Emmanuel Sanders,Rashard Higgins,James Washington,Mark Andrews,Nick Chubb,New Orleans Saints
Lamar Jackson,David Montgomery,Derrick Henry,Emmanuel Sanders,Willie Snead,Cameron Batson,Jared Cook,Kareem Hunt,Cleveland Browns
Ryan Tannehill,David Montgomery,Gus Edwards,Corey Davis,A.J. Brown,Miles Boykin,Jimmy Graham,Nick Chubb,Chicago Bears
Baker Mayfield,Derrick Henry,Latavius Murray,Allen Robinson,Jarvis Landry,Marquez Callaway,Cole Kmet,Eric Ebron,Tennessee Titans
