QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Ben Roethlisberger,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,Diontae Johnson,Jonnu Smith,Jarvis Landry,Tennessee Titans
Lamar Jackson,Alvin Kamara,James Conner,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Mark Andrews,Anthony Miller,Pittsburgh Steelers
Drew Brees,Alvin Kamara,David Montgomery,Michael Thomas,Marquise Brown,Allen Robinson,Mark Andrews,Cole Kmet,Cleveland Browns
Drew Brees,Derrick Henry,James Conner,Michael Thomas,Diontae Johnson,Chase Claypool,Eric Ebron,Allen Robinson,Tennessee Titans
Lamar Jackson,Derrick Henry,Kareem Hunt,Corey Davis,Marquise Brown,Diontae Johnson,Mark Andrews,Eric Ebron,Chicago Bears
Mitchell Trubisky,Alvin Kamara,Kareem Hunt,Michael Thomas,JuJu Smith-Schuster,Allen Robinson,Austin Hooper,A.J. Brown,Tennessee Titans
Lamar Jackson,David Montgomery,Gus Edwards,Michael Thomas,Marquise Brown,Chase Claypool,Jonnu Smith,A.J. Brown,Pittsburgh Steelers
Ben Roethlisberger,Alvin Kamara,Kareem Hunt,Marquise Brown,JuJu Smith-Schuster,Chase Claypool,Mark Andrews,Jarvis Landry,Baltimore Ravens
Ryan Tannehill,Derrick Henry,Gus Edwards,Michael Thomas,Corey Davis,A.J. Brown,Mark Andrews,Austin Hooper,Cleveland Browns
Lamar Jackson,Alvin Kamara,Derrick Henry,Marquise Brown,Jarvis Landry,Anthony Miller,Jonnu Smith,Austin Hooper,Cleveland Browns
Drew Brees,David Montgomery,Derrick Henry,Corey Davis,JuJu Smith-Schuster,A.J. Brown,Cole Kmet,Emmanuel Sanders,Tennessee Titans
Ben Roethlisberger,Derrick Henry,James Conner,Corey Davis,JuJu Smith-Schuster,Allen Robinson,Austin Hooper,Jarvis Landry,Chicago Bears
Ben Roethlisberger,Alvin Kamara,James Conner,Michael Thomas,Marquise Brown,A.J. Brown,Eric Ebron,Rashard Higgins,New Orleans Saints
Mitchell Trubisky,Gus Edwards,Nick Chubb,Michael Thomas,Diontae Johnson,Allen Robinson,Mark Andrews,Jarvis Landry,Baltimore Ravens
Mitchell Trubisky,David Montgomery,Derrick Henry,Corey Davis,Chase Claypool,Allen Robinson,Mark Andrews,Marquez Callaway,Pittsburgh Steelers
Baker Mayfield,Alvin Kamara,Derrick Henry,Michael Thomas,Chase Claypool,Donovan Peoples-Jones,Mark Andrews,Jonnu Smith,New Orleans Saints
Baker Mayfield,David Montgomery,James Conner,Michael Thomas,Marquise Brown,JuJu Smith-Schuster,Austin Hooper,Diontae Johnson,Baltimore Ravens
Ryan Tannehill,David Montgomery,James Conner,Diontae Johnson,Allen Robinson,A.J. Brown,Mark Andrews,Jonnu Smith,Chicago Bears
Mitchell Trubisky,Alvin Kamara,Derrick Henry,Michael Thomas,Diontae Johnson,Emmanuel Sanders,Cole Kmet,Anthony Firkser,Pittsburgh Steelers
Mitchell Trubisky,Alvin Kamara,David Montgomery,Michael Thomas,Chase Claypool,Anthony Miller,Eric Ebron,J.K. Dobbins,Baltimore Ravens
