QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Ben Roethlisberger,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,Diontae Johnson,Jonnu Smith,Jarvis Landry,Tennessee Titans
Lamar Jackson,Alvin Kamara,James Conner,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Mark Andrews,Jonnu Smith,Pittsburgh Steelers
Lamar Jackson,David Montgomery,Gus Edwards,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Allen Robinson,Cleveland Browns
Drew Brees,Alvin Kamara,Derrick Henry,Michael Thomas,Corey Davis,Allen Robinson,Cole Kmet,Eric Ebron,Tennessee Titans
Drew Brees,Alvin Kamara,David Montgomery,Michael Thomas,Marquise Brown,JuJu Smith-Schuster,Mark Andrews,Cole Kmet,Baltimore Ravens
Ben Roethlisberger,Derrick Henry,James Conner,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Austin Hooper,A.J. Brown,Tennessee Titans
Mitchell Trubisky,Alvin Kamara,James Conner,Michael Thomas,Diontae Johnson,Allen Robinson,Mark Andrews,Eric Ebron,Baltimore Ravens
Mitchell Trubisky,David Montgomery,Derrick Henry,Michael Thomas,JuJu Smith-Schuster,Diontae Johnson,Cole Kmet,Chase Claypool,Tennessee Titans
Drew Brees,Alvin Kamara,Derrick Henry,Michael Thomas,Jarvis Landry,Anthony Miller,Mark Andrews,Jonnu Smith,Cleveland Browns
Lamar Jackson,David Montgomery,Derrick Henry,Corey Davis,Marquise Brown,Diontae Johnson,Jonnu Smith,Eric Ebron,Chicago Bears
Ben Roethlisberger,Alvin Kamara,David Montgomery,Michael Thomas,Chase Claypool,Allen Robinson,Austin Hooper,Anthony Miller,Baltimore Ravens
Drew Brees,Alvin Kamara,Gus Edwards,Michael Thomas,Marquise Brown,Diontae Johnson,Jonnu Smith,Allen Robinson,Pittsburgh Steelers
Lamar Jackson,Derrick Henry,James Conner,Corey Davis,Chase Claypool,Allen Robinson,Mark Andrews,Anthony Miller,Chicago Bears
Ryan Tannehill,Derrick Henry,James Conner,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Eric Ebron,New Orleans Saints
Ben Roethlisberger,Derrick Henry,Gus Edwards,Corey Davis,JuJu Smith-Schuster,Diontae Johnson,Mark Andrews,Jarvis Landry,Chicago Bears
Lamar Jackson,Alvin Kamara,Kareem Hunt,Corey Davis,Diontae Johnson,Chase Claypool,Mark Andrews,Eric Ebron,New Orleans Saints
Lamar Jackson,Alvin Kamara,Kareem Hunt,Corey Davis,Marquise Brown,Jarvis Landry,Jonnu Smith,A.J. Brown,Cleveland Browns
Drew Brees,David Montgomery,Nick Chubb,Michael Thomas,JuJu Smith-Schuster,Allen Robinson,Jonnu Smith,A.J. Brown,Tennessee Titans
Drew Brees,David Montgomery,Derrick Henry,Michael Thomas,Corey Davis,Chase Claypool,Mark Andrews,Cordarrelle Patterson,Pittsburgh Steelers
Ben Roethlisberger,Alvin Kamara,James Conner,Michael Thomas,JuJu Smith-Schuster,Chase Claypool,Eric Ebron,Jarvis Landry,New Orleans Saints
