QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
16093454,16093472,16093480,16093534,16093548,16093542,16093632,16093642,16093685,,1. Locate the player you want to select in the list below ,,,,,,,,
16093456,16093472,16093474,16093534,16093548,16093540,16093638,16093538,16093689,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) ,,,,,,,,
16093454,16093474,16093486,16093534,16093548,16093542,16093632,16093532,16093688,,3. Paste the ID into the roster position desired ,,,,,,,,
16093459,16093472,16093474,16093534,16093548,16093536,16093644,16093532,16093689,,4. You must include an ID for each player; you cannot use just the player's name ,,,,,,,,
16093456,16093472,16093480,16093534,16093540,16093536,16093632,16093636,16093686,,5. You can create up to 500 lineups per file ,,,,,,,,
16093454,16093474,16093480,16093548,16093542,16093540,16093632,16093536,16093687,,,,,,,,,,
16093455,16093472,16093474,16093534,16093548,16093538,16093632,16093642,16093688,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
16093457,16093472,16093470,16093534,16093548,16093544,16093644,16093546,16093689,,RB,Derrick Henry (16093470),Derrick Henry,16093470,RB/FLEX,9200,BAL@TEN 01/10/2021 01:05PM ET,TEN,22.82
16093459,16093472,16093470,16093534,16093540,16093532,16093642,16093560,16093689,,RB,Alvin Kamara (16093472),Alvin Kamara,16093472,RB/FLEX,8500,CHI@NO 01/10/2021 04:40PM ET,NO,25.59
16093454,16093472,16093470,16093548,16093542,16093560,16093632,16093644,16093688,,QB,Lamar Jackson (16093454),Lamar Jackson,16093454,QB,7800,BAL@TEN 01/10/2021 01:05PM ET,BAL,23.45
16093456,16093470,16093480,16093534,16093540,16093536,16093642,16093538,16093689,,WR,A.J. Brown (16093530),A.J. Brown,16093530,WR/FLEX,7000,BAL@TEN 01/10/2021 01:05PM ET,TEN,18.61
16093456,16093474,16093470,16093548,16093540,16093536,16093636,16093544,16093689,,RB,David Montgomery (16093474),David Montgomery,16093474,RB/FLEX,6900,CHI@NO 01/10/2021 04:40PM ET,CHI,18.32
16093457,16093470,16093480,16093534,16093548,16093540,16093634,16093532,16093689,,RB,Nick Chubb (16093476),Nick Chubb,16093476,RB/FLEX,6700,CLE@PIT 01/10/2021 08:15PM ET,CLE,18.89
16093456,16093474,16093482,16093534,16093536,16093544,16093632,16093538,16093686,,QB,Ryan Tannehill (16093455),Ryan Tannehill,16093455,QB,6600,BAL@TEN 01/10/2021 01:05PM ET,TEN,22.58
16093456,16093472,16093482,16093534,16093536,16093544,16093636,16093532,16093689,,RB,J.K. Dobbins (16093478),J.K. Dobbins,16093478,RB/FLEX,6600,BAL@TEN 01/10/2021 01:05PM ET,BAL,11.63
16093457,16093472,16093474,16093534,16093542,16093532,16093642,16093546,16093688,,WR,Allen Robinson II (16093532),Allen Robinson II,16093532,WR/FLEX,6500,CHI@NO 01/10/2021 04:40PM ET,CHI,17.18
16093457,16093472,16093474,16093534,16093540,16093560,16093632,16093546,16093686,,WR,Michael Thomas (16093534),Michael Thomas,16093534,WR/FLEX,6300,CHI@NO 01/10/2021 04:40PM ET,NO,12.84
16093456,16093472,16093486,16093534,16093542,16093536,16093638,16093538,16093686,,WR,Diontae Johnson (16093536),Diontae Johnson,16093536,WR/FLEX,6200,CLE@PIT 01/10/2021 08:15PM ET,PIT,15.25
16093457,16093472,16093486,16093534,16093548,16093532,16093632,16093546,16093685,,QB,Ben Roethlisberger (16093456),Ben Roethlisberger,16093456,QB,6100,CLE@PIT 01/10/2021 08:15PM ET,PIT,19.55
16093454,16093470,16093486,16093548,16093542,16093536,16093632,16093642,16093684,,WR,Jarvis Landry (16093538),Jarvis Landry,16093538,WR/FLEX,5800,CLE@PIT 01/10/2021 08:15PM ET,CLE,12.73
16093454,16093474,16093470,16093534,16093548,16093568,16093632,16093644,16093685,,QB,Drew Brees (16093457),Drew Brees,16093457,QB,5700,CHI@NO 01/10/2021 04:40PM ET,NO,18.87
16093458,16093472,16093470,16093534,16093548,16093540,16093636,16093550,16093689,,WR,JuJu Smith-Schuster (16093540),JuJu Smith-Schuster,16093540,WR/FLEX,5500,CLE@PIT 01/10/2021 08:15PM ET,PIT,14.69
16093459,16093472,16093480,16093534,16093536,16093532,16093632,16093560,16093685,,WR,Marquise Brown (16093542),Marquise Brown,16093542,WR/FLEX,5400,BAL@TEN 01/10/2021 01:05PM ET,BAL,11.62
16093454,16093470,16093484,16093534,16093542,16093538,16093632,16093642,16093688,,QB,Baker Mayfield (16093458),Baker Mayfield,16093458,QB,5400,CLE@PIT 01/10/2021 08:15PM ET,CLE,16.66
16093454,16093472,16093482,16093534,16093548,16093530,16093632,16093568,16093688,,QB,Mitchell Trubisky (16093459),Mitchell Trubisky,16093459,QB,5300,CHI@NO 01/10/2021 04:40PM ET,CHI,16.38
16093456,16093470,16093486,16093548,16093540,16093536,16093632,16093538,16093687,,TE,Mark Andrews (16093632),Mark Andrews,16093632,TE/FLEX,5200,BAL@TEN 01/10/2021 01:05PM ET,BAL,12.15
16093457,16093472,16093474,16093534,16093542,16093536,16093644,16093634,16093686,,WR,Chase Claypool (16093544),Chase Claypool,16093544,WR/FLEX,5200,CLE@PIT 01/10/2021 08:15PM ET,PIT,13.87
16093456,16093472,16093470,16093534,16093536,16093560,16093638,16093550,16093689,,QB,Taysom Hill (16093460),Taysom Hill,16093460,QB,5000,CHI@NO 01/10/2021 04:40PM ET,NO,10.23
16093456,16093472,16093480,16093548,16093540,16093544,16093632,16093538,16093684,,WR,Emmanuel Sanders (16093546),Emmanuel Sanders,16093546,WR/FLEX,5000,CHI@NO 01/10/2021 04:40PM ET,NO,11.99
16093457,16093472,16093474,16093534,16093544,16093532,16093638,16093634,16093689,,RB,James Conner (16093480),James Conner,16093480,RB/FLEX,5000,CLE@PIT 01/10/2021 08:15PM ET,PIT,13.35
16093455,16093474,16093470,16093534,16093548,16093542,16093642,16093638,16093685,,WR,Corey Davis (16093548),Corey Davis,16093548,WR/FLEX,4800,BAL@TEN 01/10/2021 01:05PM ET,TEN,14.81
16093457,16093472,16093470,16093534,16093532,16093564,16093632,16093644,16093688,,RB,Kareem Hunt (16093482),Kareem Hunt,16093482,RB/FLEX,4800,CLE@PIT 01/10/2021 08:15PM ET,CLE,13.84
16093454,16093472,16093482,16093548,16093542,16093540,16093632,16093638,16093684,,TE,Jared Cook (16093634),Jared Cook,16093634,TE/FLEX,4600,CHI@NO 01/10/2021 04:40PM ET,NO,8.56
