Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Kendrick Nunn,4000.00,MIA,PG/SG,TOR,26.24,0.10
Goran Dragic,5700.00,MIA,PG,TOR,35.77,18.70
Anthony Edwards,4500.00,MIN,SG/SF,ORL,26.82,44.10
Nikola Vucevic,8600.00,ORL,C,MIN,50.19,35.80
Solomon Hill,3100.00,ATL,PF,DET,18.04,0.60
Clint Capela,7600.00,ATL,C,DET,43.88,12.90
Bam Adebayo,8600.00,MIA,C,TOR,47.35,11.00
Cam Johnson,3900.00,PHO,SF/PF,HOU,21.23,19.80
Mason Plumlee,5200.00,DET,C,ATL,28,18.70
Josh Okogie,3500.00,MIN,SF,ORL,18.79,9.90
Luka Doncic,10700.00,DAL,PG,IND,57.31,18.40
Jerami Grant,7700.00,DET,SF/PF,ATL,41.17,16.50
Draymond Green,5400.00,GSW,PF/C,SAS,28.75,25.30
Deandre Ayton,7000.00,PHO,C,HOU,37.02,13.80
Christian Wood,8400.00,HOU,C,PHO,44.23,13.80
Eric Gordon,5500.00,HOU,SG/SF,PHO,28.89,23.10
John Collins,6900.00,ATL,PF/C,DET,36.2,3.70
Domantas Sabonis,9800.00,IND,PF/C,DAL,51.39,16.50
Chris Paul,7200.00,PHO,PG,HOU,37.75,16.50
Victor Oladipo,7800.00,HOU,PG/SG,PHO,40.65,18.40
Brandon Goodwin,3100.00,ATL,PG/SG,DET,15.99,0.10
James Wiseman,4600.00,GSW,C,SAS,23.73,14.30
Stephen Curry,9700.00,GSW,PG,SAS,50.08,11.90
Naz Reid,4800.00,MIN,C,ORL,24.74,13.20
Trae Young,9300.00,ATL,PG,DET,47.77,2.80
Aaron Gordon,7400.00,ORL,PG/SF,MIN,37.93,13.80
Derrick Rose,5400.00,DET,PG,ATL,27.72,16.50
Jarred Vanderbilt,4900.00,MIN,PF/C,ORL,25.08,19.80
Malcolm Brogdon,8300.00,IND,PG,DAL,42.44,11.90
Joel Embiid,9600.00,PHI,C,BOS,48.82,6.40
Fred VanVleet,7500.00,TOR,PG/SG,MIA,37.93,11.00
Kelly Oubre,5500.00,GSW,SF/PF,SAS,27.85,18.70
Dejounte Murray,7400.00,SAS,PG,GSW,37.37,10.10
Richaun Holmes,6400.00,SAC,C,LAC,32.15,4.60
Kawhi Leonard,9400.00,LAC,SF,SAC,47.22,9.20
Kyle Lowry,7600.00,TOR,PG,MIA,38.03,6.40
Paul George,9100.00,LAC,SG,SAC,45.35,6.40
Marvin Bagley III,5600.00,SAC,PF/C,LAC,27.82,13.20
James Johnson,4500.00,DAL,PF,IND,22.36,14.30
Kristaps Porzingis,7900.00,DAL,PF/C,IND,38.97,6.40
Josh Jackson,4000.00,DET,SG/SF,ATL,19.6,14.30
Pascal Siakam,8000.00,TOR,PF/C,MIA,39.03,4.60
Jae'Sean Tate,4700.00,HOU,PG/SF,PHO,22.87,13.20
Jaylen Brown,8700.00,BOS,SG/SF,PHI,42.11,5.50
Wayne Ellington,3600.00,DET,SG,ATL,17.4,7.70
T.J. McConnell,3800.00,IND,PG,DAL,18.36,7.70
Andrew Wiggins,6700.00,GSW,SG/SF,SAS,32.39,3.70
Shake Milton,5600.00,PHI,PG/SG,BOS,26.93,8.80
Tobias Harris,7200.00,PHI,SF/PF,BOS,34.59,3.70
Evan Fournier,5200.00,ORL,SG,MIN,24.86,7.70
Jalen Brunson,4300.00,DAL,PG/SG,IND,20.55,9.90
Tristan Thompson,5000.00,BOS,C,PHI,23.87,3.30
Duncan Robinson,5800.00,MIA,SG,TOR,27.65,5.50
D'Angelo Russell,8800.00,MIN,PG/SG,ORL,41.98,2.80
DeMar DeRozan,8500.00,SAS,SF/PF,GSW,40.45,3.70
LaMarcus Aldridge,6100.00,SAS,PF/C,GSW,28.81,3.70
Andre Drummond,9900.00,CLE,C,BKN,46.68,1.80
Tim Hardaway Jr.,5800.00,DAL,SG/SF,IND,27.27,6.60
Kelly Olynyk,5300.00,MIA,PF/C,TOR,24.88,3.30
Larry Nance Jr.,6400.00,CLE,PF/C,BKN,30.04,0.90
Marcus Smart,6500.00,BOS,PG/SG,PHI,30.27,2.80
Malik Beasley,6900.00,MIN,SG,ORL,32.12,0.90
Blake Griffin,6100.00,DET,PF/C,ATL,28.45,1.80
P.J. Tucker,4100.00,HOU,PF/C,PHO,19.01,6.60
Andre Iguodala,3300.00,MIA,SF,TOR,15.28,7.70
Chris Boucher,7300.00,TOR,PF/C,MIA,33.73,0.90
Harrison Barnes,6300.00,SAC,SF/PF,LAC,29.09,1.80
Cedi Osman,6500.00,CLE,SF/PF,BKN,29.98,0.50
Collin Sexton,6800.00,CLE,PG/SG,BKN,31.33,0.90
Keldon Johnson,6600.00,SAS,SF/PF,GSW,30.45,1.80
James Harden,10900.00,BKN,PG/SG,CLE,49.88,4.60
Devin Booker,8200.00,PHO,SG,HOU,37.53,0.90
Maurice Harkless,3000.00,MIA,SF/PF,TOR,13.72,0.10
OG Anunoby,5900.00,TOR,SF/PF,MIA,26.98,1.10
Jordan McLaughlin,3100.00,MIN,PG,ORL,14.14,0.60
Patrick Beverley,4900.00,LAC,PG,SAC,22.34,2.20
Tyrese Maxey,4500.00,PHI,PG/SG,BOS,20.43,8.80
Cole Anthony,5300.00,ORL,PG,MIN,24.03,1.10
Kevin Durant,10500.00,BKN,PF/C,CLE,47.59,1.80
Mikal Bridges,5700.00,PHO,SF,HOU,25.75,1.10
Jakob Poeltl,3900.00,SAS,C,GSW,17.54,2.20
Willie Cauley-Stein,5100.00,DAL,C,IND,22.84,1.10
Buddy Hield,6500.00,SAC,SG/SF,LAC,28.98,0.90
Ben Simmons,9100.00,PHI,PG/SF,BOS,40.58,0.90
Rudy Gay,4900.00,SAS,PF,GSW,21.71,2.20
Frank Kaminsky,3000.00,PHO,PF/C,HOU,13.19,0.60
Jae Crowder,4800.00,PHO,SF/PF,HOU,21.01,0.60
Serge Ibaka,5900.00,LAC,C,SAC,25.77,0.60
DeMarcus Cousins,4600.00,HOU,C,PHO,20.09,0.10
Ben McLemore,4300.00,HOU,SG,PHO,18.75,0.60
De'Aaron Fox,8900.00,SAC,PG,LAC,38.7,1.80
Devin Vassell,3800.00,SAS,SG/SF,GSW,16.49,2.20
Damion Lee,3400.00,GSW,PG/SG,SAS,14.72,1.10
Rajon Rondo,3000.00,ATL,PG,DET,12.95,0.10
Justin Holiday,4900.00,IND,SG/SF,DAL,21.1,5.50
Isaiah Stewart,3200.00,DET,C,ATL,13.79,1.10
Terrence Ross,6100.00,ORL,SG/SF,MIN,26.17,0.90
Tyrese Haliburton,5900.00,SAC,PG/SG,LAC,25.25,0.60
Delon Wright,5100.00,DET,PG/SG,ATL,21.83,0.60
Brad Wanamaker,3000.00,GSW,PG,SAS,12.77,1.10
Kyrie Irving,9000.00,BKN,PG,CLE,38.33,1.80
Nicolas Batum,4800.00,LAC,SF/PF,SAC,20.34,5.50
