QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Lamar Jackson,Alvin Kamara,James Conner,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Eric Ebron,Baltimore Ravens
Ben Roethlisberger,David Montgomery,Derrick Henry,Corey Davis,JuJu Smith-Schuster,Diontae Johnson,Mark Andrews,Austin Hooper,Tennessee Titans
Mitchell Trubisky,Alvin Kamara,Derrick Henry,Michael Thomas,Allen Robinson,Jarvis Landry,Jonnu Smith,Cole Kmet,Tennessee Titans
Drew Brees,David Montgomery,Kareem Hunt,Michael Thomas,Allen Robinson,A.J. Brown,Mark Andrews,Emmanuel Sanders,Cleveland Browns
Ryan Tannehill,Alvin Kamara,David Montgomery,Marquise Brown,Diontae Johnson,Anthony Miller,Jonnu Smith,A.J. Brown,Chicago Bears
Ben Roethlisberger,Alvin Kamara,Gus Edwards,JuJu Smith-Schuster,Chase Claypool,Jarvis Landry,Eric Ebron,A.J. Brown,Pittsburgh Steelers
Drew Brees,Derrick Henry,James Conner,Michael Thomas,Diontae Johnson,Chase Claypool,Jared Cook,Anthony Miller,Pittsburgh Steelers
Baker Mayfield,David Montgomery,Nick Chubb,Michael Thomas,Marquise Brown,Chase Claypool,Austin Hooper,Jarvis Landry,New Orleans Saints
Lamar Jackson,Derrick Henry,Nick Chubb,Chase Claypool,A.J. Brown,Dez Bryant,Mark Andrews,Cole Kmet,Chicago Bears
Lamar Jackson,David Montgomery,Derrick Henry,Marquise Brown,Allen Robinson,Miles Boykin,Anthony Firkser,Gus Edwards,Pittsburgh Steelers
Ben Roethlisberger,Nick Chubb,J.K. Dobbins,Michael Thomas,Diontae Johnson,Allen Robinson,Eric Ebron,Rashard Higgins,Chicago Bears
Drew Brees,Alvin Kamara,Derrick Henry,Marquise Brown,JuJu Smith-Schuster,Emmanuel Sanders,Jimmy Graham,Marquez Callaway,New Orleans Saints
Baker Mayfield,Derrick Henry,Kareem Hunt,Diontae Johnson,Jarvis Landry,A.J. Brown,Jimmy Graham,Rashard Higgins,Baltimore Ravens
Ryan Tannehill,Alvin Kamara,Derrick Henry,Corey Davis,Chase Claypool,Willie Snead,Anthony Firkser,J.K. Dobbins,Cleveland Browns
Ryan Tannehill,James Conner,Nick Chubb,Corey Davis,JuJu Smith-Schuster,Allen Robinson,Eric Tomlinson,A.J. Brown,New Orleans Saints
Baker Mayfield,Alvin Kamara,David Montgomery,JuJu Smith-Schuster,Allen Robinson,Donovan Peoples-Jones,David Njoku,J.K. Dobbins,Baltimore Ravens
Lamar Jackson,Kareem Hunt,J.K. Dobbins,JuJu Smith-Schuster,Jarvis Landry,Miles Boykin,Mark Andrews,Jonnu Smith,New Orleans Saints
Mitchell Trubisky,David Montgomery,Derrick Henry,Anthony Miller,Emmanuel Sanders,Cordarrelle Patterson,Eric Ebron,Nick Chubb,Baltimore Ravens
Mitchell Trubisky,David Montgomery,Latavius Murray,Corey Davis,Chase Claypool,Allen Robinson,Jared Cook,Jimmy Graham,Chicago Bears
Ryan Tannehill,Derrick Henry,Gus Edwards,Michael Thomas,Rashard Higgins,Cameron Batson,Mark Andrews,Geoff Swaim,New Orleans Saints
