QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Lamar Jackson,Alvin Kamara,James Conner,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Eric Ebron,Baltimore Ravens
Ryan Tannehill,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,Diontae Johnson,Mark Andrews,Jonnu Smith,Tennessee Titans
Ben Roethlisberger,Alvin Kamara,James Conner,Michael Thomas,JuJu Smith-Schuster,Chase Claypool,Mark Andrews,Jarvis Landry,Tennessee Titans
Mitchell Trubisky,David Montgomery,Derrick Henry,Michael Thomas,Marquise Brown,Allen Robinson,Mark Andrews,Cole Kmet,Tennessee Titans
Lamar Jackson,Derrick Henry,Kareem Hunt,Michael Thomas,Marquise Brown,JuJu Smith-Schuster,Mark Andrews,Jonnu Smith,Cleveland Browns
Ben Roethlisberger,David Montgomery,Derrick Henry,Michael Thomas,JuJu Smith-Schuster,Diontae Johnson,Eric Ebron,Austin Hooper,Tennessee Titans
Drew Brees,Alvin Kamara,Derrick Henry,Michael Thomas,Corey Davis,Chase Claypool,Cole Kmet,Emmanuel Sanders,Tennessee Titans
Lamar Jackson,David Montgomery,Gus Edwards,Corey Davis,Marquise Brown,Diontae Johnson,Mark Andrews,Allen Robinson,Cleveland Browns
Mitchell Trubisky,Alvin Kamara,Derrick Henry,Michael Thomas,Corey Davis,Allen Robinson,Jonnu Smith,Anthony Miller,Cleveland Browns
Drew Brees,Alvin Kamara,David Montgomery,Michael Thomas,JuJu Smith-Schuster,Anthony Miller,Mark Andrews,Emmanuel Sanders,Baltimore Ravens
Lamar Jackson,David Montgomery,Derrick Henry,Michael Thomas,Corey Davis,Dez Bryant,Mark Andrews,Austin Hooper,Chicago Bears
Ben Roethlisberger,David Montgomery,Derrick Henry,Corey Davis,JuJu Smith-Schuster,Chase Claypool,Jonnu Smith,Jarvis Landry,Baltimore Ravens
Ben Roethlisberger,Alvin Kamara,Kareem Hunt,Michael Thomas,Corey Davis,Diontae Johnson,Eric Ebron,Jarvis Landry,Pittsburgh Steelers
Drew Brees,Derrick Henry,Gus Edwards,Michael Thomas,Corey Davis,Allen Robinson,Mark Andrews,Jared Cook,Baltimore Ravens
Mitchell Trubisky,Alvin Kamara,James Conner,Michael Thomas,JuJu Smith-Schuster,Diontae Johnson,Cole Kmet,Allen Robinson,Baltimore Ravens
Ryan Tannehill,Derrick Henry,Kareem Hunt,Michael Thomas,Corey Davis,Marquise Brown,Eric Ebron,A.J. Brown,Tennessee Titans
Ben Roethlisberger,Alvin Kamara,David Montgomery,Corey Davis,Marquise Brown,Diontae Johnson,Austin Hooper,Chase Claypool,Chicago Bears
Baker Mayfield,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Austin Hooper,Jarvis Landry,Cleveland Browns
Lamar Jackson,Alvin Kamara,David Montgomery,Marquise Brown,Jarvis Landry,Anthony Miller,Mark Andrews,Jonnu Smith,Pittsburgh Steelers
Ben Roethlisberger,Alvin Kamara,Derrick Henry,Corey Davis,JuJu Smith-Schuster,Rashard Higgins,Mark Andrews,Eric Ebron,Chicago Bears
