QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Lamar Jackson,Alvin Kamara,James Conner,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Eric Ebron,Baltimore Ravens
Ryan Tannehill,David Montgomery,Derrick Henry,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Mark Andrews,Jonnu Smith,Tennessee Titans
Ben Roethlisberger,Alvin Kamara,Gus Edwards,Michael Thomas,Diontae Johnson,Chase Claypool,Mark Andrews,Jarvis Landry,Tennessee Titans
Mitchell Trubisky,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,Diontae Johnson,Cole Kmet,Allen Robinson,Cleveland Browns
Ben Roethlisberger,Derrick Henry,James Conner,Marquise Brown,JuJu Smith-Schuster,Diontae Johnson,Austin Hooper,Allen Robinson,Tennessee Titans
Lamar Jackson,Derrick Henry,Gus Edwards,Marquise Brown,Allen Robinson,Jarvis Landry,Mark Andrews,Jonnu Smith,Cleveland Browns
Drew Brees,Alvin Kamara,David Montgomery,Michael Thomas,Marquise Brown,Anthony Miller,Jared Cook,A.J. Brown,Tennessee Titans
Ben Roethlisberger,David Montgomery,Derrick Henry,Corey Davis,Marquise Brown,Chase Claypool,Eric Ebron,Jarvis Landry,Chicago Bears
Drew Brees,Alvin Kamara,Derrick Henry,Michael Thomas,Jarvis Landry,Emmanuel Sanders,Jonnu Smith,Cole Kmet,Baltimore Ravens
Mitchell Trubisky,Derrick Henry,James Conner,Michael Thomas,Chase Claypool,Allen Robinson,Mark Andrews,Anthony Miller,Pittsburgh Steelers
Lamar Jackson,David Montgomery,Kareem Hunt,Marquise Brown,Diontae Johnson,A.J. Brown,Mark Andrews,Austin Hooper,Chicago Bears
Baker Mayfield,Alvin Kamara,James Conner,Michael Thomas,JuJu Smith-Schuster,Jarvis Landry,Austin Hooper,A.J. Brown,Cleveland Browns
Ben Roethlisberger,Derrick Henry,Kareem Hunt,Michael Thomas,JuJu Smith-Schuster,A.J. Brown,Eric Ebron,Rashard Higgins,Baltimore Ravens
Lamar Jackson,Alvin Kamara,David Montgomery,Marquise Brown,JuJu Smith-Schuster,Chase Claypool,Jonnu Smith,Miles Boykin,Pittsburgh Steelers
Drew Brees,Alvin Kamara,Kareem Hunt,Michael Thomas,JuJu Smith-Schuster,Allen Robinson,Mark Andrews,Marquez Callaway,New Orleans Saints
Ryan Tannehill,Alvin Kamara,Gus Edwards,Corey Davis,Marquise Brown,Diontae Johnson,Jonnu Smith,A.J. Brown,New Orleans Saints
Lamar Jackson,Derrick Henry,Nick Chubb,Corey Davis,Diontae Johnson,Miles Boykin,Mark Andrews,Cole Kmet,Pittsburgh Steelers
Baker Mayfield,David Montgomery,Derrick Henry,Michael Thomas,Diontae Johnson,Chase Claypool,Austin Hooper,Donovan Peoples-Jones,Baltimore Ravens
Ben Roethlisberger,Alvin Kamara,Nick Chubb,JuJu Smith-Schuster,Allen Robinson,Jarvis Landry,Eric Ebron,Anthony Miller,Pittsburgh Steelers
Drew Brees,Derrick Henry,Nick Chubb,Corey Davis,Chase Claypool,Allen Robinson,Jared Cook,Emmanuel Sanders,Tennessee Titans
