QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Joe Burrow,Travis Etienne Jr.,Joe Mixon,Ja'Marr Chase,Marquise Brown,Noah Brown,Evan Engram,Trey McBride,Cowboys 
Joe Burrow,Travis Etienne Jr.,Joe Mixon,CeeDee Lamb,Diontae Johnson,Tank Dell,Trey McBride,Tyler Boyd,Jaguars 
Joe Burrow,Rachaad White,Najee Harris,Ja'Marr Chase,Amon-Ra St. Brown,Tank Dell,Evan Engram,Trey McBride,Giants 
Joe Burrow,Joe Mixon,Rachaad White,CeeDee Lamb,Marquise Brown,Tyler Boyd,Evan Engram,Dalton Schultz,Buccaneers 
Jared Goff,Joe Mixon,Rachaad White,Amon-Ra St. Brown,Keenan Allen,Marquise Brown,Trey McBride,Noah Brown,Giants 
Joe Burrow,Travis Etienne Jr.,Rachaad White,CeeDee Lamb,Amon-Ra St. Brown,Noah Brown,Trey McBride,Irv Smith Jr.,Buccaneers 
Joe Burrow,Joe Mixon,Bijan Robinson,Ja'Marr Chase,Marquise Brown,Tank Dell,T.J. Hockenson,Tyler Boyd,Giants 
Geno Smith,Travis Etienne Jr.,Joe Mixon,Ja'Marr Chase,Amon-Ra St. Brown,Jaxon Smith-Njigba,Trey McBride,Curtis Samuel,Jaguars 
Joe Burrow,Travis Etienne Jr.,Joe Mixon,Amon-Ra St. Brown,Tank Dell,Trenton Irwin,T.J. Hockenson,Evan Engram,Buccaneers 
Joe Burrow,Bijan Robinson,Najee Harris,Ja'Marr Chase,CeeDee Lamb,Diontae Johnson,Trey McBride,Noah Brown,Chargers 
Jared Goff,Travis Etienne Jr.,Joe Mixon,CeeDee Lamb,Amon-Ra St. Brown,Jalen Guyton,Evan Engram,Trey McBride,Cardinals 
Joe Burrow,Joe Mixon,Rachaad White,Ja'Marr Chase,CeeDee Lamb,Noah Brown,T.J. Hockenson,Chig Okonkwo,Jaguars 
Joe Burrow,Travis Etienne Jr.,Joe Mixon,Amon-Ra St. Brown,Drake London,Tyler Boyd,Sam LaPorta,Noah Brown,Giants 
Joe Burrow,Travis Etienne Jr.,Bijan Robinson,CeeDee Lamb,Tyler Boyd,Noah Brown,T.J. Hockenson,Evan Engram,Steelers 
Joe Burrow,Travis Etienne Jr.,Bijan Robinson,Ja'Marr Chase,Tank Dell,Drake London,Trey McBride,Michael Wilson,Buccaneers 
Joe Burrow,Joe Mixon,Rachaad White,Ja'Marr Chase,Diontae Johnson,Drake London,Dalton Schultz,Trey McBride,Lions 
Taylor Heinicke,Travis Etienne Jr.,Joe Mixon,Amon-Ra St. Brown,Marquise Brown,Diontae Johnson,Trey McBride,Drake London,Buccaneers 
Joe Burrow,Travis Etienne Jr.,Rachaad White,Ja'Marr Chase,Marquise Brown,Diontae Johnson,Chig Okonkwo,Tank Dell,Chargers 
Joe Burrow,Christian McCaffrey,Najee Harris,Amon-Ra St. Brown,Marquise Brown,Tyler Boyd,Trey McBride,Noah Brown,Steelers 
Geno Smith,Travis Etienne Jr.,Joe Mixon,CeeDee Lamb,Marquise Brown,Terry McLaurin,Evan Engram,Jaxon Smith-Njigba,Bengals 
Kyler Murray,Joe Mixon,Rachaad White,CeeDee Lamb,Marquise Brown,Drake London,T.J. Hockenson,Trey McBride,Cowboys 
Joe Burrow,Joe Mixon,Najee Harris,Ja'Marr Chase,Amon-Ra St. Brown,Marquise Brown,Dalton Schultz,Irv Smith Jr.,Jaguars 
Jared Goff,Travis Etienne Jr.,Bijan Robinson,Amon-Ra St. Brown,Marquise Brown,Quentin Johnston,T.J. Hockenson,Trey McBride,Cowboys 
Brock Purdy,Joe Mixon,Najee Harris,Amon-Ra St. Brown,Brandon Aiyuk,Diontae Johnson,Evan Engram,Trey McBride,Cowboys 
