Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Ja'Marr Chase,8600,CIN,WR,HOU,22.2,
Joe Burrow,6800,CIN,QB,HOU,22.1,
Christian McCaffrey,9200,SF,RB,JAX,21.9,
CeeDee Lamb,8500,DAL,WR,NYG,21.8,
Amon-Ra St. Brown,8300,DET,WR,LAC,21.3,
Keenan Allen,8800,LAC,WR,DET,20.6,
Jared Goff,6400,DET,QB,LAC,20.6,
Justin Herbert,7700,LAC,QB,DET,20.2,
Lamar Jackson,8000,BAL,QB,CLE,19.7,
Dak Prescott,6700,DAL,QB,NYG,19.6,
Geno Smith,5800,SEA,QB,WAS,18.6,
Travis Etienne Jr.,7100,JAX,RB,SF,18.5,
Austin Ekeler,8400,LAC,RB,DET,18.1,
Sam Howell,5900,WAS,QB,SEA,18.0,
C.J. Stroud,6900,HOU,QB,CIN,17.9,
Trevor Lawrence,6000,JAX,QB,SF,17.9,
Brock Purdy,5700,SF,QB,JAX,17.4,
Alvin Kamara,8300,NO,RB,MIN,17.3,
Derek Carr,5800,NO,QB,MIN,17.1,
Kyler Murray,5900,ARI,QB,ATL,16.8,
Joe Mixon,6200,CIN,RB,HOU,16.7,
Brandon Aiyuk,7100,SF,WR,JAX,16.4,
Joshua Dobbs,5500,MIN,QB,NO,16.2,
Will Levis,5300,TEN,QB,TB,16.0,
Baker Mayfield,5100,TB,QB,TEN,15.9,
Mike Evans,7200,TB,WR,TEN,15.7,
Tony Pollard,7300,DAL,RB,NYG,15.2,
Taylor Heinicke,5100,ATL,QB,ARI,15.1,
Derrick Henry,7400,TEN,RB,TB,14.9,
Saquon Barkley,7700,NYG,RB,DAL,14.7,
Bijan Robinson,6000,ATL,RB,ARI,14.7,
Christian Kirk,6000,JAX,WR,SF,14.6,
Deshaun Watson,5400,CLE,QB,BAL,14.6,
Chris Olave,6400,NO,WR,MIN,14.6,
Rachaad White,5800,TB,RB,TEN,14.5,
Aaron Jones,6500,GB,RB,PIT,14.5,
DeAndre Hopkins,6000,TEN,WR,TB,14.4,
Chris Godwin,6700,TB,WR,TEN,14.4,
Kenneth Walker III,6800,SEA,RB,WAS,14.3,
Marquise Brown,5200,ARI,WR,ATL,14.1,
Sam LaPorta,5700,DET,TE,LAC,14.0,
Diontae Johnson,5400,PIT,WR,GB,13.9,
Jordan Addison,5900,MIN,WR,NO,13.9,
Tank Dell,5500,HOU,WR,CIN,13.9,
Tyler Lockett,6100,SEA,WR,WAS,13.8,
DK Metcalf,6800,SEA,WR,WAS,13.8,
Jordan Love,5600,GB,QB,PIT,13.6,
Drake London,5500,ATL,WR,ARI,13.6,
Terry McLaurin,5800,WAS,WR,SEA,13.6,
Jahmyr Gibbs,7000,DET,RB,LAC,13.4,
Calvin Ridley,5600,JAX,WR,SF,13.3,
Mark Andrews,6900,BAL,TE,CLE,13.2,
James Conner,5900,ARI,RB,ATL,13.1,
T.J. Hockenson,5000,MIN,TE,NO,12.9,
Kenny Pickett,4900,PIT,QB,GB,12.8,
Deebo Samuel,6200,SF,WR,JAX,12.7,
Evan Engram,4500,JAX,TE,SF,12.5,
Amari Cooper,6300,CLE,WR,BAL,12.3,
David Montgomery,6900,DET,RB,LAC,12.3,
Alexander Mattison,5500,MIN,RB,NO,12.2,
George Kittle,6100,SF,TE,JAX,12.2,
Najee Harris,4900,PIT,RB,GB,12.0,
Dalton Schultz,4900,HOU,TE,CIN,11.9,
Brian Robinson Jr.,5400,WAS,RB,SEA,11.7,
Tyler Boyd,4600,CIN,WR,HOU,11.6,
George Pickens,5100,PIT,WR,GB,11.6,
Jerome Ford,5300,CLE,RB,BAL,11.5,
Zay Flowers,5700,BAL,WR,CLE,11.3,
Cowboys ,4400,DAL,DST,NYG,11.0,
Michael Thomas,4500,NO,WR,MIN,10.9,
Trey McBride,3500,ARI,TE,ATL,10.7,
Jaylen Warren,5000,PIT,RB,GB,10.4,
Taysom Hill,5100,NO,TE,MIN,10.3,
Jaxon Smith-Njigba,4100,SEA,WR,WAS,10.1,
Christian Watson,4900,GB,WR,PIT,10.1,
Jahan Dotson,5000,WAS,WR,SEA,10.0,
Jake Ferguson,4600,DAL,TE,NYG,9.9,
Gus Edwards,6100,BAL,RB,CLE,9.9,
Noah Brown,3700,HOU,WR,CIN,9.9,
Tommy DeVito,4700,NYG,QB,DAL,9.8,
Kyle Pitts,4100,ATL,TE,ARI,9.6,
Devin Singletary,4700,HOU,RB,CIN,9.5,
Curtis Samuel,3900,WAS,WR,SEA,9.4,
Romeo Doubs,5300,GB,WR,PIT,9.3,
K.J. Osborn,4200,MIN,WR,NO,9.0,
Robert Woods,4000,HOU,WR,CIN,9.0,
Jonnu Smith,3600,ATL,TE,ARI,8.9,
Josh Reynolds,3800,DET,WR,LAC,8.8,
Steelers ,3800,PIT,DST,GB,8.7,
Tyler Allgeier,4700,ATL,RB,ARI,8.7,
David Njoku,4000,CLE,TE,BAL,8.6,
Tyjae Spears,4500,TEN,RB,TB,8.6,
