QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
30754547,30754620,30754630,30754850,30754896,30754932,30755232,30755246,30755438,,1. Locate the player you want to select in the list below ,,,,,,,,
30754547,30754620,30754630,30754852,30754892,30754890,30755246,30754904,30755456,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) ,,,,,,,,
30754547,30754638,30754652,30754850,30754854,30754890,30755232,30755246,30755457,,3. Paste the ID into the roster position desired ,,,,,,,,
30754547,30754630,30754638,30754852,30754896,30754904,30755232,30755228,30755445,,4. You must include an ID for each player, you cannot use just the player's name ,,,,,,,
30754549,30754630,30754638,30754854,30754848,30754896,30755246,30754932,30755457,,5. You can create up to 500 lineups per file ,,,,,,,,
30754547,30754620,30754638,30754852,30754854,30754932,30755246,30755264,30755445,,,,,,,,,,
30754547,30754630,30754634,30754850,30754896,30754890,30755226,30754904,30755457,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
30754553,30754620,30754630,30754850,30754854,30754916,30755246,30754922,30755456,,RB,Christian McCaffrey (30754608),Christian McCaffrey,30754608,RB/FLEX,9200,SF@JAX 11/12/2023 01:00PM ET,SF,26.42
30754547,30754620,30754630,30754854,30754890,30755074,30755226,30755232,30755445,,WR,Justin Jefferson (30754846),Justin Jefferson,30754846,WR/FLEX,8900,NO@MIN 11/12/2023 01:00PM ET,MIN,23.82
30754547,30754634,30754652,30754850,30754852,30754892,30755246,30754932,30755454,,WR,Keenan Allen (30754848),Keenan Allen,30754848,WR/FLEX,8800,DET@LAC 11/12/2023 04:05PM ET,LAC,21.32
30754549,30754620,30754630,30754852,30754854,30755164,30755232,30755246,30755455,,WR,Ja'Marr Chase (30754850),Ja'Marr Chase,30754850,WR/FLEX,8600,HOU@CIN 11/12/2023 01:00PM ET,CIN,20.76
30754547,30754630,30754638,30754850,30754852,30754932,30755226,30755254,30755456,,WR,CeeDee Lamb (30754852),CeeDee Lamb,30754852,WR/FLEX,8500,NYG@DAL 11/12/2023 04:25PM ET,DAL,21.46
30754547,30754620,30754630,30754854,30754888,30754904,30755222,30754932,30755457,,RB,Austin Ekeler (30754610),Austin Ekeler,30754610,RB/FLEX,8400,DET@LAC 11/12/2023 04:05PM ET,LAC,18.1
30754547,30754620,30754634,30754852,30754904,30754932,30755226,30755232,30755442,,RB,Alvin Kamara (30754612),Alvin Kamara,30754612,RB/FLEX,8300,NO@MIN 11/12/2023 01:00PM ET,NO,20.8
30754547,30754620,30754634,30754850,30754890,30754888,30755246,30754944,30755445,,WR,Amon-Ra St. Brown (30754854),Amon-Ra St. Brown,30754854,WR/FLEX,8300,DET@LAC 11/12/2023 04:05PM ET,DET,22.27
30754547,30754630,30754638,30754850,30754892,30754888,30755228,30755246,30755449,,QB,Lamar Jackson (30754544),Lamar Jackson,30754544,QB,8000,CLE@BAL 11/12/2023 01:00PM ET,BAL,20.57
30754561,30754620,30754630,30754854,30754896,30754892,30755246,30754888,30755445,,QB,Justin Herbert (30754545),Justin Herbert,30754545,QB,7700,DET@LAC 11/12/2023 04:05PM ET,LAC,20.86
30754547,30754620,30754638,30754850,30754896,30754892,30755254,30754890,30755454,,RB,Saquon Barkley (30754614),Saquon Barkley,30754614,RB/FLEX,7700,NYG@DAL 11/12/2023 04:25PM ET,NYG,17.2
30754547,30754608,30754652,30754854,30754896,30754904,30755246,30754932,30755442,,RB,Derrick Henry (30754616),Derrick Henry,30754616,RB/FLEX,7400,TEN@TB 11/12/2023 01:00PM ET,TEN,16.08
30754553,30754620,30754630,30754852,30754896,30754882,30755232,30754916,30755452,,RB,Tony Pollard (30754618),Tony Pollard,30754618,RB/FLEX,7300,NYG@DAL 11/12/2023 04:25PM ET,DAL,13.92
30754551,30754630,30754638,30754852,30754896,30754888,30755226,30755246,30755438,,WR,Mike Evans (30754856),Mike Evans,30754856,WR/FLEX,7200,TEN@TB 11/12/2023 01:00PM ET,TB,16.18
30754547,30754630,30754652,30754850,30754854,30754896,30755228,30755264,30755456,,RB,Travis Etienne Jr. (30754620),Travis Etienne Jr.,30754620,RB/FLEX,7100,SF@JAX 11/12/2023 01:00PM ET,JAX,20.86
30754549,30754620,30754634,30754854,30754896,30754914,30755226,30755246,30755438,,WR,Brandon Aiyuk (30754858),Brandon Aiyuk,30754858,WR/FLEX,7100,SF@JAX 11/12/2023 01:00PM ET,SF,16.86
30754555,30754630,30754652,30754854,30754858,30754892,30755232,30755246,30755438,,RB,Jahmyr Gibbs (30754622),Jahmyr Gibbs,30754622,RB/FLEX,7000,DET@LAC 11/12/2023 04:05PM ET,DET,16.57
,,,,,,,,,,TE,Mark Andrews (30755218),Mark Andrews,30755218,TE/FLEX,6900,CLE@BAL 11/12/2023 01:00PM ET,BAL,15.59
,,,,,,,,,,QB,C.J. Stroud (30754546),C.J. Stroud,30754546,QB,6900,HOU@CIN 11/12/2023 01:00PM ET,HOU,21.2
,,,,,,,,,,RB,David Montgomery (30754624),David Montgomery,30754624,RB/FLEX,6900,DET@LAC 11/12/2023 04:05PM ET,DET,18.42
,,,,,,,,,,QB,Joe Burrow (30754547),Joe Burrow,30754547,QB,6800,HOU@CIN 11/12/2023 01:00PM ET,CIN,16.19
,,,,,,,,,,RB,Kenneth Walker III (30754626),Kenneth Walker III,30754626,RB/FLEX,6800,WAS@SEA 11/12/2023 04:25PM ET,SEA,14.79
,,,,,,,,,,WR,DK Metcalf (30754860),DK Metcalf,30754860,WR/FLEX,6800,WAS@SEA 11/12/2023 04:25PM ET,SEA,12.63
,,,,,,,,,,WR,Chris Godwin (30754862),Chris Godwin,30754862,WR/FLEX,6700,TEN@TB 11/12/2023 01:00PM ET,TB,12.4
,,,,,,,,,,QB,Dak Prescott (30754548),Dak Prescott,30754548,QB,6700,NYG@DAL 11/12/2023 04:25PM ET,DAL,18.9
,,,,,,,,,,WR,Nico Collins (30754864),Nico Collins,30754864,WR/FLEX,6600,HOU@CIN 11/12/2023 01:00PM ET,HOU,16.14
,,,,,,,,,,WR,Tee Higgins (30754866),Tee Higgins,30754866,WR/FLEX,6500,HOU@CIN 11/12/2023 01:00PM ET,CIN,10.69
,,,,,,,,,,RB,Aaron Jones (30754628),Aaron Jones,30754628,RB/FLEX,6500,GB@PIT 11/12/2023 01:00PM ET,GB,13.06
,,,,,,,,,,WR,Chris Olave (30754868),Chris Olave,30754868,WR/FLEX,6400,NO@MIN 11/12/2023 01:00PM ET,NO,13.81
,,,,,,,,,,QB,Jared Goff (30754549),Jared Goff,30754549,QB,6400,DET@LAC 11/12/2023 04:05PM ET,DET,18.66
,,,,,,,,,,WR,Amari Cooper (30754870),Amari Cooper,30754870,WR/FLEX,6300,CLE@BAL 11/12/2023 01:00PM ET,CLE,14.71
,,,,,,,,,,RB,Joe Mixon (30754630),Joe Mixon,30754630,RB/FLEX,6200,HOU@CIN 11/12/2023 01:00PM ET,CIN,13.35
,,,,,,,,,,WR,Deebo Samuel (30754872),Deebo Samuel,30754872,WR/FLEX,6200,SF@JAX 11/12/2023 01:00PM ET,SF,12.45
,,,,,,,,,,RB,Gus Edwards (30754632),Gus Edwards,30754632,RB/FLEX,6100,CLE@BAL 11/12/2023 01:00PM ET,BAL,12.06
,,,,,,,,,,TE,George Kittle (30755220),George Kittle,30755220,TE/FLEX,6100,SF@JAX 11/12/2023 01:00PM ET,SF,12.19
,,,,,,,,,,WR,Tyler Lockett (30754874),Tyler Lockett,30754874,WR/FLEX,6100,WAS@SEA 11/12/2023 04:25PM ET,SEA,12.28
