QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,John Brown,Hunter Henry,Duke Johnson,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,Jakeem Grant,Larry Fitzgerald,DeAndre Hopkins,Darren Waller,Alvin Kamara,Los Angeles Rams
Drew Lock,Mike Davis,Aaron Jones,DeVante Parker,Robby Anderson,Jerry Jeudy,Noah Fant,Davante Adams,Miami Dolphins
Carson Wentz,Mike Davis,Aaron Jones,Keenan Allen,Michael Thomas,Jalen Reagor,Dallas Goedert,Miles Sanders,Green Bay Packers
Jared Goff,Mike Davis,Aaron Jones,D.J. Moore,Cooper Kupp,Robert Woods,Logan Thomas,James Conner,Philadelphia Eagles
Ben Roethlisberger,Mike Davis,Aaron Jones,Diontae Johnson,Terry McLaurin,Chase Claypool,Evan Engram,D.K. Metcalf,Los Angeles Chargers
Tom Brady,Mike Davis,Aaron Jones,Curtis Samuel,JuJu Smith-Schuster,Chris Godwin,Rob Gronkowski,Josh Jacobs,Pittsburgh Steelers
Deshaun Watson,Mike Davis,Aaron Jones,Brandin Cooks,DJ Chark,Will Fuller,T.J. Hockenson,D'Andre Swift,Detroit Lions
Aaron Rodgers,Mike Davis,Antonio Gibson,A.J. Green,Davante Adams,Jarvis Landry,Robert Tonyan,James Robinson,Cleveland Browns
Daniel Jones,Aaron Jones,Alvin Kamara,Darius Slayton,Tee Higgins,Sterling Shepard,Austin Hooper,Nick Chubb,Tampa Bay Buccaneers
Justin Herbert,Aaron Jones,Leonard Fournette,Keenan Allen,Christian Kirk,Mike Williams,Mike Gesicki,Jerick McKinnon,New York Giants
Joe Burrow,Aaron Jones,Alvin Kamara,Brandon Aiyuk,Tyler Boyd,Travis Fulgham,Drew Sample,Giovani Bernard,Denver Broncos
Derek Carr,Aaron Jones,Melvin Gordon,Davante Adams,Henry Ruggs,Hunter Renfrow,Eric Ebron,Kareem Hunt,Washington Football Team
Drew Brees,Aaron Jones,Wayne Gallman,Davante Adams,Tim Patrick,Emmanuel Sanders,Jared Cook,Chase Edmonds,Houston Texans
Russell Wilson,Aaron Jones,Darrell Henderson,Davante Adams,Marvin Jones,David Moore,Jacob Hollister,Mike Evans,Las Vegas Raiders
Matthew Stafford,Aaron Jones,Ronald Jones,Davante Adams,Marvin Hall,Danny Amendola,Jordan Reed,Antonio Brown,Seattle Seahawks
Baker Mayfield,Aaron Jones,Joshua Kelley,Davante Adams,Cole Beasley,Rashard Higgins,Harrison Bryant,J.D. McKissic,Carolina Panthers
Jake Luton,Alvin Kamara,Jamaal Williams,Keelan Cole,Chris Conley,Davante Adams,Tyler Higbee,Travis Homer,Buffalo Bills
Nick Mullens,Aaron Jones,Devin Singletary,Davante Adams,Richie James,Kendrick Bourne,Jordan Akins,Kenyan Drake,San Francisco 49ers
Tua Tagovailoa,Aaron Jones,Salvon Ahmed,Davante Adams,Marquez Valdes-Scantling,Mack Hollins,Durham Smythe,Phillip Lindsay,Arizona Cardinals
