QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,John Brown,Hunter Henry,Duke Johnson,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Keenan Allen,John Brown,Dallas Goedert,Duke Johnson,Los Angeles Rams
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Robby Anderson,John Brown,Noah Fant,Duke Johnson,Detroit Lions
Josh Allen,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,Cole Beasley,Darren Waller,Duke Johnson,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Jakeem Grant,Tyler Lockett,Stefon Diggs,Dawson Knox,Alvin Kamara,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,Keenan Allen,Larry Fitzgerald,DeAndre Hopkins,Dallas Goedert,Duke Johnson,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Michael Thomas,John Brown,Logan Thomas,Duke Johnson,Miami Dolphins
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Cooper Kupp,John Brown,Austin Hooper,Duke Johnson,Los Angeles Chargers
Josh Allen,Mike Davis,Aaron Jones,D.J. Moore,Stefon Diggs,John Brown,Robert Tonyan,James Conner,New Orleans Saints
Carson Wentz,Mike Davis,Aaron Jones,Stefon Diggs,Davante Adams,Jalen Reagor,Dallas Goedert,Duke Johnson,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Terry McLaurin,John Brown,Evan Engram,Duke Johnson,Seattle Seahawks
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,John Brown,Drew Sample,Miles Sanders,Cleveland Browns
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Diontae Johnson,John Brown,Darren Waller,D'Andre Swift,Houston Texans
Drew Lock,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Jerry Jeudy,Noah Fant,Duke Johnson,Green Bay Packers
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Curtis Samuel,John Brown,T.J. Hockenson,Duke Johnson,Philadelphia Eagles
Russell Wilson,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Keenan Allen,Jacob Hollister,Duke Johnson,Denver Broncos
Derek Carr,Mike Davis,Aaron Jones,Stefon Diggs,D.K. Metcalf,Henry Ruggs,Darren Waller,Duke Johnson,New Orleans Saints
Justin Herbert,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,A.J. Green,Hunter Henry,Keenan Allen,New York Giants
Jared Goff,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Josh Reynolds,Tyler Higbee,Alvin Kamara,New Orleans Saints
Tua Tagovailoa,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,Keenan Allen,Mike Gesicki,Duke Johnson,Pittsburgh Steelers
