C,C,W,W,W,D,D,G,UTIL,,Instructions,,,,,,,,
,,,,,,,,,,G,Braden Holtby (16293515),Braden Holtby,16293515,G,7300,VAN@MON 02/01/2021 07:00PM ET,VAN,15.7
,,,,,,,,,,G,Alexandar Georgiev (16293518),Alexandar Georgiev,16293518,G,7200,PIT@NYR 02/01/2021 07:00PM ET,NYR,8.78
,,,,,,,,,,G,Juuse Saros (16293517),Juuse Saros,16293517,G,7200,NSH@TB 02/01/2021 07:00PM ET,NSH,14.56
,,,,,,,,,,C,Mark Scheifele (16292711),Mark Scheifele,16292711,C/UTIL,7200,CGY@WPG 02/01/2021 08:00PM ET,WPG,13.81
,,,,,,,,,,G,Thatcher Demko (16293519),Thatcher Demko,16293519,G,7100,VAN@MON 02/01/2021 07:00PM ET,VAN,17.6
,,,,,,,,,,C,Brayden Point (16292713),Brayden Point,16292713,C/UTIL,7000,NSH@TB 02/01/2021 07:00PM ET,TB,13.4
,,,,,,,,,,D,Victor Hedman (16293223),Victor Hedman,16293223,D/UTIL,7000,NSH@TB 02/01/2021 07:00PM ET,TB,15.42
,,,,,,,,,,G,Pekka Rinne (16293520),Pekka Rinne,16293520,G,7000,NSH@TB 02/01/2021 07:00PM ET,NSH,4.65
,,,,,,,,,,LW,Kyle Connor (16292911),Kyle Connor,16292911,W/UTIL,7000,CGY@WPG 02/01/2021 08:00PM ET,WPG,11.8
,,,,,,,,,,C,Sidney Crosby (16292715),Sidney Crosby,16292715,C/UTIL,6900,PIT@NYR 02/01/2021 07:00PM ET,PIT,11.68
,,,,,,,,,,RW,Blake Wheeler (16292913),Blake Wheeler,16292913,W/UTIL,6700,CGY@WPG 02/01/2021 08:00PM ET,WPG,11.3
,,,,,,,,,,LW,Matthew Tkachuk (16292915),Matthew Tkachuk,16292915,W/UTIL,6600,CGY@WPG 02/01/2021 08:00PM ET,CGY,12.54
,,,,,,,,,,C,Mika Zibanejad (16292717),Mika Zibanejad,16292717,C/UTIL,6500,PIT@NYR 02/01/2021 07:00PM ET,NYR,7.61
,,,,,,,,,,LW,Artemi Panarin (16292917),Artemi Panarin,16292917,W/UTIL,6500,PIT@NYR 02/01/2021 07:00PM ET,NYR,11.88
,,,,,,,,,,G,Maxime Lagace (16293528),Maxime Lagace,16293528,G,6500,PIT@NYR 02/01/2021 07:00PM ET,PIT,0
,,,,,,,,,,G,Keith Kinkaid (16293530),Keith Kinkaid,16293530,G,6500,PIT@NYR 02/01/2021 07:00PM ET,NYR,0
,,,,,,,,,,G,Alex D'Orio (16293533),Alex D'Orio,16293533,G,6500,PIT@NYR 02/01/2021 07:00PM ET,PIT,0
,,,,,,,,,,G,Emil Larmi (16293549),Emil Larmi,16293549,G,6500,PIT@NYR 02/01/2021 07:00PM ET,PIT,0
,,,,,,,,,,G,Adam Huska (16293550),Adam Huska,16293550,G,6500,PIT@NYR 02/01/2021 07:00PM ET,NYR,0
,,,,,,,,,,G,J-F Berube (16293551),J-F Berube,16293551,G,6500,PIT@NYR 02/01/2021 07:00PM ET,NYR,0
,,,,,,,,,,G,Dan Vladar (16293521),Dan Vladar,16293521,G,6500,BOS@WAS 02/01/2021 07:00PM ET,BOS,0
,,,,,,,,,,G,Pheonix Copley (16293524),Pheonix Copley,16293524,G,6500,BOS@WAS 02/01/2021 07:00PM ET,WAS,0
,,,,,,,,,,G,Zach Fucale (16293531),Zach Fucale,16293531,G,6500,BOS@WAS 02/01/2021 07:00PM ET,WAS,0
,,,,,,,,,,G,Ilya Samsonov (16293535),Ilya Samsonov,16293535,G,6500,BOS@WAS 02/01/2021 07:00PM ET,WAS,7.85
,,,,,,,,,,G,Henrik Lundqvist (16293537),Henrik Lundqvist,16293537,G,6500,BOS@WAS 02/01/2021 07:00PM ET,WAS,0
,,,,,,,,,,G,Jeremy Swayman (16293538),Jeremy Swayman,16293538,G,6500,BOS@WAS 02/01/2021 07:00PM ET,BOS,0
,,,,,,,,,,G,Callum Booth (16293539),Callum Booth,16293539,G,6500,BOS@WAS 02/01/2021 07:00PM ET,BOS,0
,,,,,,,,,,G,Christopher Gibson (16293527),Christopher Gibson,16293527,G,6500,NSH@TB 02/01/2021 07:00PM ET,TB,0
,,,,,,,,,,G,Kasimir Kaskisuo (16293529),Kasimir Kaskisuo,16293529,G,6500,NSH@TB 02/01/2021 07:00PM ET,NSH,0
,,,,,,,,,,G,Spencer Martin (16293532),Spencer Martin,16293532,G,6500,NSH@TB 02/01/2021 07:00PM ET,TB,0
,,,,,,,,,,G,Connor Ingram (16293534),Connor Ingram,16293534,G,6500,NSH@TB 02/01/2021 07:00PM ET,NSH,0
,,,,,,,,,,G,Anders Nilsson (16293536),Anders Nilsson,16293536,G,6500,NSH@TB 02/01/2021 07:00PM ET,TB,0
,,,,,,,,,,G,Mike Condon (16293548),Mike Condon,16293548,G,6500,NSH@TB 02/01/2021 07:00PM ET,TB,0
,,,,,,,,,,G,Charlie Lindgren (16293522),Charlie Lindgren,16293522,G,6500,VAN@MON 02/01/2021 07:00PM ET,MON,0
,,,,,,,,,,G,Michael DiPietro (16293523),Michael DiPietro,16293523,G,6500,VAN@MON 02/01/2021 07:00PM ET,VAN,0
,,,,,,,,,,G,Cayden Primeau (16293540),Cayden Primeau,16293540,G,6500,VAN@MON 02/01/2021 07:00PM ET,MON,0
,,,,,,,,,,G,Michael McNiven (16293541),Michael McNiven,16293541,G,6500,VAN@MON 02/01/2021 07:00PM ET,MON,0
,,,,,,,,,,G,Vasili Demchenko (16293542),Vasili Demchenko,16293542,G,6500,VAN@MON 02/01/2021 07:00PM ET,MON,0
,,,,,,,,,,G,Jake Kielly (16293543),Jake Kielly,16293543,G,6500,VAN@MON 02/01/2021 07:00PM ET,VAN,0
,,,,,,,,,,G,Louis Domingue (16293525),Louis Domingue,16293525,G,6500,CGY@WPG 02/01/2021 08:00PM ET,CGY,0
,,,,,,,,,,G,Anton Forsberg (16293526),Anton Forsberg,16293526,G,6500,CGY@WPG 02/01/2021 08:00PM ET,WPG,0
,,,,,,,,,,G,Garret Sparks (16293544),Garret Sparks,16293544,G,6500,CGY@WPG 02/01/2021 08:00PM ET,CGY,0
,,,,,,,,,,G,Dustin Wolf (16293545),Dustin Wolf,16293545,G,6500,CGY@WPG 02/01/2021 08:00PM ET,CGY,0
,,,,,,,,,,G,Artyom Zagidulin (16293546),Artyom Zagidulin,16293546,G,6500,CGY@WPG 02/01/2021 08:00PM ET,CGY,0
,,,,,,,,,,G,Mikhail Berdin (16293547),Mikhail Berdin,16293547,G,6500,CGY@WPG 02/01/2021 08:00PM ET,WPG,0
,,,,,,,,,,LW,Jake Guentzel (16292919),Jake Guentzel,16292919,W/UTIL,6200,PIT@NYR 02/01/2021 07:00PM ET,PIT,9.31
,,,,,,,,,,D,John Carlson (16293225),John Carlson,16293225,D/UTIL,6200,BOS@WAS 02/01/2021 07:00PM ET,WAS,13.5
,,,,,,,,,,C,Elias Pettersson (16292719),Elias Pettersson,16292719,C/UTIL,6200,VAN@MON 02/01/2021 07:00PM ET,VAN,8.06
,,,,,,,,,,C,Bo Horvat (16292721),Bo Horvat,16292721,C/UTIL,6100,VAN@MON 02/01/2021 07:00PM ET,VAN,10.88
,,,,,,,,,,D,Jeff Petry (16293227),Jeff Petry,16293227,D/UTIL,6100,VAN@MON 02/01/2021 07:00PM ET,MON,12.22
,,,,,,,,,,RW,Nikolaj Ehlers (16292921),Nikolaj Ehlers,16292921,W/UTIL,6100,CGY@WPG 02/01/2021 08:00PM ET,WPG,15.44
,,,,,,,,,,RW,Bryan Rust (16292923),Bryan Rust,16292923,W/UTIL,6000,PIT@NYR 02/01/2021 07:00PM ET,PIT,10.89
,,,,,,,,,,D,Adam Fox (16293229),Adam Fox,16293229,D/UTIL,6000,PIT@NYR 02/01/2021 07:00PM ET,NYR,11.74
,,,,,,,,,,D,Kris Letang (16293231),Kris Letang,16293231,D/UTIL,5900,PIT@NYR 02/01/2021 07:00PM ET,PIT,6.78
,,,,,,,,,,LW,Tyler Toffoli (16292925),Tyler Toffoli,16292925,W/UTIL,5900,VAN@MON 02/01/2021 07:00PM ET,MON,15.7
,,,,,,,,,,C,Nicklas Backstrom (16292723),Nicklas Backstrom,16292723,C/UTIL,5800,BOS@WAS 02/01/2021 07:00PM ET,WAS,15.01
,,,,,,,,,,RW,Brock Boeser (16292927),Brock Boeser,16292927,W/UTIL,5800,VAN@MON 02/01/2021 07:00PM ET,VAN,12.69
,,,,,,,,,,D,Quinn Hughes (16293233),Quinn Hughes,16293233,D/UTIL,5800,VAN@MON 02/01/2021 07:00PM ET,VAN,9.46
,,,,,,,,,,D,Roman Josi (16293235),Roman Josi,16293235,D/UTIL,5700,NSH@TB 02/01/2021 07:00PM ET,NSH,11.22
,,,,,,,,,,RW,Brendan Gallagher (16292929),Brendan Gallagher,16292929,W/UTIL,5700,VAN@MON 02/01/2021 07:00PM ET,MON,11.51
,,,,,,,,,,C,Evgeni Malkin (16292725),Evgeni Malkin,16292725,C/UTIL,5600,PIT@NYR 02/01/2021 07:00PM ET,PIT,6.19
,,,,,,,,,,D,Shea Weber (16293237),Shea Weber,16293237,D/UTIL,5600,VAN@MON 02/01/2021 07:00PM ET,MON,9.02
,,,,,,,,,,LW,Johnny Gaudreau (16292931),Johnny Gaudreau,16292931,W/UTIL,5600,CGY@WPG 02/01/2021 08:00PM ET,CGY,12.57
,,,,,,,,,,C,Sean Monahan (16292727),Sean Monahan,16292727,C/UTIL,5500,CGY@WPG 02/01/2021 08:00PM ET,CGY,11.06
,,,,,,,,,,LW,Andrew Copp (16292933),Andrew Copp,16292933,W/UTIL,5500,CGY@WPG 02/01/2021 08:00PM ET,WPG,15.66
,,,,,,,,,,LW,J.T. Miller (16292935),J.T. Miller,16292935,W/UTIL,5400,VAN@MON 02/01/2021 07:00PM ET,VAN,10.48
,,,,,,,,,,C,Elias Lindholm (16292729),Elias Lindholm,16292729,C/UTIL,5400,CGY@WPG 02/01/2021 08:00PM ET,CGY,12.36
,,,,,,,,,,D,Mark Giordano (16293239),Mark Giordano,16293239,D/UTIL,5400,CGY@WPG 02/01/2021 08:00PM ET,CGY,9.43
,,,,,,,,,,RW,Pavel Buchnevich (16292937),Pavel Buchnevich,16292937,W/UTIL,5300,PIT@NYR 02/01/2021 07:00PM ET,NYR,10.42
,,,,,,,,,,C,Nick Suzuki (16292731),Nick Suzuki,16292731,C/UTIL,5300,VAN@MON 02/01/2021 07:00PM ET,MON,10.09
,,,,,,,,,,LW,Filip Forsberg (16292939),Filip Forsberg,16292939,W/UTIL,5200,NSH@TB 02/01/2021 07:00PM ET,NSH,12.5
,,,,,,,,,,C,T.J. Oshie (16292733),T.J. Oshie,16292733,C/UTIL,5100,BOS@WAS 02/01/2021 07:00PM ET,WAS,8.37
,,,,,,,,,,LW,Ondrej Palat (16292941),Ondrej Palat,16292941,W/UTIL,5100,NSH@TB 02/01/2021 07:00PM ET,TB,8.2
,,,,,,,,,,D,Ryan Ellis (16293241),Ryan Ellis,16293241,D/UTIL,5100,NSH@TB 02/01/2021 07:00PM ET,NSH,11.1
,,,,,,,,,,C,Evgeny Kuznetsov (16292735),Evgeny Kuznetsov,16292735,C/UTIL,5000,BOS@WAS 02/01/2021 07:00PM ET,WAS,10.48
,,,,,,,,,,D,Charlie McAvoy (16293243),Charlie McAvoy,16293243,D/UTIL,4900,BOS@WAS 02/01/2021 07:00PM ET,BOS,10.18
,,,,,,,,,,RW,Viktor Arvidsson (16292943),Viktor Arvidsson,16292943,W/UTIL,4900,NSH@TB 02/01/2021 07:00PM ET,NSH,13
,,,,,,,,,,C,Paul Stastny (16292737),Paul Stastny,16292737,C/UTIL,4900,CGY@WPG 02/01/2021 08:00PM ET,WPG,8.35
,,,,,,,,,,C,Anthony Cirelli (16292739),Anthony Cirelli,16292739,C/UTIL,4800,NSH@TB 02/01/2021 07:00PM ET,TB,9.92
,,,,,,,,,,LW,Tomas Tatar (16292945),Tomas Tatar,16292945,W/UTIL,4800,VAN@MON 02/01/2021 07:00PM ET,MON,8.15
,,,,,,,,,,D,Rasmus Andersson (16293245),Rasmus Andersson,16293245,D/UTIL,4800,CGY@WPG 02/01/2021 08:00PM ET,CGY,11.03
,,,,,,,,,,LW,Jakub Vrana (16292947),Jakub Vrana,16292947,W/UTIL,4700,BOS@WAS 02/01/2021 07:00PM ET,WAS,7.81
,,,,,,,,,,D,Josh Morrissey (16293247),Josh Morrissey,16293247,D/UTIL,4700,CGY@WPG 02/01/2021 08:00PM ET,WPG,5.8
,,,,,,,,,,C,David Krejci (16292741),David Krejci,16292741,C/UTIL,4600,BOS@WAS 02/01/2021 07:00PM ET,BOS,8.12
,,,,,,,,,,RW,Josh Anderson (16292949),Josh Anderson,16292949,W/UTIL,4600,VAN@MON 02/01/2021 07:00PM ET,MON,10.94
,,,,,,,,,,D,Tyler Myers (16293249),Tyler Myers,16293249,D/UTIL,4600,VAN@MON 02/01/2021 07:00PM ET,VAN,9.24
,,,,,,,,,,D,Matt Grzelcyk (16293251),Matt Grzelcyk,16293251,D/UTIL,4500,BOS@WAS 02/01/2021 07:00PM ET,BOS,8.54
,,,,,,,,,,RW,Tom Wilson (16292951),Tom Wilson,16292951,W/UTIL,4400,BOS@WAS 02/01/2021 07:00PM ET,WAS,10.26
,,,,,,,,,,D,Neal Pionk (16293253),Neal Pionk,16293253,D/UTIL,4400,CGY@WPG 02/01/2021 08:00PM ET,WPG,6.35
,,,,,,,,,,RW,Jake DeBrusk (16292953),Jake DeBrusk,16292953,W/UTIL,4300,BOS@WAS 02/01/2021 07:00PM ET,BOS,3.77
,,,,,,,,,,C,Matt Duchene (16292743),Matt Duchene,16292743,C/UTIL,4300,NSH@TB 02/01/2021 07:00PM ET,NSH,5.81
,,,,,,,,,,D,Alexander Romanov (16293255),Alexander Romanov,16293255,D/UTIL,4300,VAN@MON 02/01/2021 07:00PM ET,MON,7.6
,,,,,,,,,,LW,Jonathan Drouin (16292955),Jonathan Drouin,16292955,W/UTIL,4200,VAN@MON 02/01/2021 07:00PM ET,MON,7.26
,,,,,,,,,,D,Alexander Edler (16293257),Alexander Edler,16293257,D/UTIL,4200,VAN@MON 02/01/2021 07:00PM ET,VAN,7.18
,,,,,,,,,,D,Brian Dumoulin (16293259),Brian Dumoulin,16293259,D/UTIL,4100,PIT@NYR 02/01/2021 07:00PM ET,PIT,4.56
,,,,,,,,,,LW,Alex Killorn (16292957),Alex Killorn,16292957,W/UTIL,4100,NSH@TB 02/01/2021 07:00PM ET,TB,8.63
,,,,,,,,,,C,Adam Lowry (16292745),Adam Lowry,16292745,C/UTIL,4100,CGY@WPG 02/01/2021 08:00PM ET,WPG,10.66
,,,,,,,,,,C,Ryan Strome (16292747),Ryan Strome,16292747,C/UTIL,4000,PIT@NYR 02/01/2021 07:00PM ET,NYR,6.89
,,,,,,,,,,LW,Chris Kreider (16292959),Chris Kreider,16292959,W/UTIL,4000,PIT@NYR 02/01/2021 07:00PM ET,NYR,7.75
,,,,,,,,,,D,Jordie Benn (16293261),Jordie Benn,16293261,D/UTIL,4000,VAN@MON 02/01/2021 07:00PM ET,VAN,10.62
,,,,,,,,,,RW,Craig Smith (16292961),Craig Smith,16292961,W/UTIL,3900,BOS@WAS 02/01/2021 07:00PM ET,BOS,9.21
,,,,,,,,,,D,Nate Schmidt (16293263),Nate Schmidt,16293263,D/UTIL,3900,VAN@MON 02/01/2021 07:00PM ET,VAN,7.73
,,,,,,,,,,C,Mikael Backlund (16292749),Mikael Backlund,16292749,C/UTIL,3900,CGY@WPG 02/01/2021 08:00PM ET,CGY,7.57
,,,,,,,,,,C,Filip Chytil (16292753),Filip Chytil,16292753,C/UTIL,3800,PIT@NYR 02/01/2021 07:00PM ET,NYR,8.26
,,,,,,,,,,D,Tony DeAngelo (16293265),Tony DeAngelo,16293265,D/UTIL,3800,PIT@NYR 02/01/2021 07:00PM ET,NYR,6.38
,,,,,,,,,,C,Charlie Coyle (16292751),Charlie Coyle,16292751,C/UTIL,3800,BOS@WAS 02/01/2021 07:00PM ET,BOS,6.32
,,,,,,,,,,RW,Mikael Granlund (16292963),Mikael Granlund,16292963,W/UTIL,3800,NSH@TB 02/01/2021 07:00PM ET,NSH,12.32
,,,,,,,,,,RW,Phillip Di Giuseppe (16292965),Phillip Di Giuseppe,16292965,W/UTIL,3700,PIT@NYR 02/01/2021 07:00PM ET,NYR,8.79
,,,,,,,,,,D,Mikhail Sergachev (16293267),Mikhail Sergachev,16293267,D/UTIL,3700,NSH@TB 02/01/2021 07:00PM ET,TB,6.05
,,,,,,,,,,C,Pierre-Luc Dubois (16292755),Pierre-Luc Dubois,16292755,C/UTIL,3700,CGY@WPG 02/01/2021 08:00PM ET,WPG,4.58
,,,,,,,,,,C,Ryan Johansen (16292757),Ryan Johansen,16292757,C/UTIL,3600,NSH@TB 02/01/2021 07:00PM ET,NSH,5.04
,,,,,,,,,,RW,Nils Hoglander (16292967),Nils Hoglander,16292967,W/UTIL,3600,VAN@MON 02/01/2021 07:00PM ET,VAN,7.73
,,,,,,,,,,D,Derek Forbort (16293269),Derek Forbort,16293269,D/UTIL,3600,CGY@WPG 02/01/2021 08:00PM ET,WPG,7.94
,,,,,,,,,,LW,Nick Ritchie (16292969),Nick Ritchie,16292969,W/UTIL,3500,BOS@WAS 02/01/2021 07:00PM ET,BOS,10.36
,,,,,,,,,,C,Jesperi Kotkaniemi (16292759),Jesperi Kotkaniemi,16292759,C/UTIL,3500,VAN@MON 02/01/2021 07:00PM ET,MON,7.94
,,,,,,,,,,D,Joel Edmundson (16293271),Joel Edmundson,16293271,D/UTIL,3500,VAN@MON 02/01/2021 07:00PM ET,MON,6.78
,,,,,,,,,,LW,Alexis Lafreniere (16292971),Alexis Lafreniere,16292971,W/UTIL,3400,PIT@NYR 02/01/2021 07:00PM ET,NYR,4.01
,,,,,,,,,,D,Jacob Trouba (16293275),Jacob Trouba,16293275,D/UTIL,3400,PIT@NYR 02/01/2021 07:00PM ET,NYR,6.92
,,,,,,,,,,D,Ryan McDonagh (16293273),Ryan McDonagh,16293273,D/UTIL,3400,NSH@TB 02/01/2021 07:00PM ET,TB,7.62
,,,,,,,,,,C,Phillip Danault (16292761),Phillip Danault,16292761,C/UTIL,3400,VAN@MON 02/01/2021 07:00PM ET,MON,4.24
,,,,,,,,,,LW,Tanner Pearson (16292973),Tanner Pearson,16292973,W/UTIL,3400,VAN@MON 02/01/2021 07:00PM ET,VAN,7.13
,,,,,,,,,,C,Teddy Blueger (16292763),Teddy Blueger,16292763,C/UTIL,3300,PIT@NYR 02/01/2021 07:00PM ET,PIT,6.22
,,,,,,,,,,LW,Jason Zucker (16292975),Jason Zucker,16292975,W/UTIL,3300,PIT@NYR 02/01/2021 07:00PM ET,PIT,6.29
,,,,,,,,,,LW,Jared McCann (16292977),Jared McCann,16292977,W/UTIL,3300,PIT@NYR 02/01/2021 07:00PM ET,PIT,6.34
,,,,,,,,,,D,Travis Hamonic (16293279),Travis Hamonic,16293279,D/UTIL,3300,VAN@MON 02/01/2021 07:00PM ET,VAN,5.92
,,,,,,,,,,D,Christopher Tanev (16293277),Christopher Tanev,16293277,D/UTIL,3300,CGY@WPG 02/01/2021 08:00PM ET,CGY,5.21
,,,,,,,,,,C,Lars Eller (16292765),Lars Eller,16292765,C/UTIL,3200,BOS@WAS 02/01/2021 07:00PM ET,WAS,4.01
,,,,,,,,,,RW,Joel Armia (16292981),Joel Armia,16292981,W/UTIL,3200,VAN@MON 02/01/2021 07:00PM ET,MON,10.16
,,,,,,,,,,D,Ben Chiarot (16293281),Ben Chiarot,16293281,D/UTIL,3200,VAN@MON 02/01/2021 07:00PM ET,MON,7.34
,,,,,,,,,,RW,Andrew Mangiapane (16292979),Andrew Mangiapane,16292979,W/UTIL,3200,CGY@WPG 02/01/2021 08:00PM ET,CGY,4
,,,,,,,,,,D,Dylan DeMelo (16293283),Dylan DeMelo,16293283,D/UTIL,3200,CGY@WPG 02/01/2021 08:00PM ET,WPG,6.85
,,,,,,,,,,RW,Kasperi Kapanen (16292983),Kasperi Kapanen,16292983,W/UTIL,3100,PIT@NYR 02/01/2021 07:00PM ET,PIT,7.55
,,,,,,,,,,D,Justin Schultz (16293287),Justin Schultz,16293287,D/UTIL,3100,BOS@WAS 02/01/2021 07:00PM ET,WAS,9.3
,,,,,,,,,,C,Yanni Gourde (16292767),Yanni Gourde,16292767,C/UTIL,3100,NSH@TB 02/01/2021 07:00PM ET,TB,5.33
,,,,,,,,,,LW,Blake Coleman (16292985),Blake Coleman,16292985,W/UTIL,3100,NSH@TB 02/01/2021 07:00PM ET,TB,9.68
,,,,,,,,,,D,Mattias Ekholm (16293285),Mattias Ekholm,16293285,D/UTIL,3100,NSH@TB 02/01/2021 07:00PM ET,NSH,7.46
,,,,,,,,,,RW,Evan Rodrigues (16292989),Evan Rodrigues,16292989,W/UTIL,3000,PIT@NYR 02/01/2021 07:00PM ET,PIT,4.85
,,,,,,,,,,D,Pierre-Olivier Joseph (16293289),Pierre-Olivier Joseph,16293289,D/UTIL,3000,PIT@NYR 02/01/2021 07:00PM ET,PIT,7
,,,,,,,,,,D,Erik Cernak (16293291),Erik Cernak,16293291,D/UTIL,3000,NSH@TB 02/01/2021 07:00PM ET,TB,5.55
,,,,,,,,,,C,Brandon Sutter (16292769),Brandon Sutter,16292769,C/UTIL,3000,VAN@MON 02/01/2021 07:00PM ET,VAN,7.53
,,,,,,,,,,RW,Dillon Dube (16292987),Dillon Dube,16292987,W/UTIL,3000,CGY@WPG 02/01/2021 08:00PM ET,CGY,6
,,,,,,,,,,RW,Ondrej Kase (16292993),Ondrej Kase,16292993,W/UTIL,2900,BOS@WAS 02/01/2021 07:00PM ET,BOS,1.5
,,,,,,,,,,D,Zdeno Chara (16293293),Zdeno Chara,16293293,D/UTIL,2900,BOS@WAS 02/01/2021 07:00PM ET,WAS,7.53
,,,,,,,,,,D,Brenden Dillon (16293295),Brenden Dillon,16293295,D/UTIL,2900,BOS@WAS 02/01/2021 07:00PM ET,WAS,6.04
,,,,,,,,,,RW,Luke Kunin (16292991),Luke Kunin,16292991,W/UTIL,2900,NSH@TB 02/01/2021 07:00PM ET,NSH,5.21
,,,,,,,,,,D,Cody Ceci (16293299),Cody Ceci,16293299,D/UTIL,2800,PIT@NYR 02/01/2021 07:00PM ET,PIT,6.82
,,,,,,,,,,D,Jeremy Lauzon (16293297),Jeremy Lauzon,16293297,D/UTIL,2800,BOS@WAS 02/01/2021 07:00PM ET,BOS,4.34
,,,,,,,,,,C,Jake Evans (16292771),Jake Evans,16292771,C/UTIL,2800,VAN@MON 02/01/2021 07:00PM ET,MON,4.39
,,,,,,,,,,RW,Tyler Motte (16292995),Tyler Motte,16292995,W/UTIL,2800,VAN@MON 02/01/2021 07:00PM ET,VAN,9.32
,,,,,,,,,,LW,Jake Virtanen (16292997),Jake Virtanen,16292997,W/UTIL,2800,VAN@MON 02/01/2021 07:00PM ET,VAN,3.42
,,,,,,,,,,RW,Jack Studnicka (16293003),Jack Studnicka,16293003,W/UTIL,2700,BOS@WAS 02/01/2021 07:00PM ET,BOS,3.13
,,,,,,,,,,D,Brandon Carlo (16293301),Brandon Carlo,16293301,D/UTIL,2700,BOS@WAS 02/01/2021 07:00PM ET,BOS,4.89
,,,,,,,,,,C,Erik Haula (16292773),Erik Haula,16292773,C/UTIL,2700,NSH@TB 02/01/2021 07:00PM ET,NSH,3.56
,,,,,,,,,,RW,Tyler Johnson (16292999),Tyler Johnson,16292999,W/UTIL,2700,NSH@TB 02/01/2021 07:00PM ET,TB,5.96
