Mika Zibanejad,Ryan Strome,Artemi Panarin,Pavel Buchnevich,Alexis Lafreniere,Victor Hedman,Adam Fox,Andrei Vasilevskiy,John Marino
Mika Zibanejad,Evgeni Malkin,Artemi Panarin,Pavel Buchnevich,Alexis Lafreniere,Victor Hedman,Jacob Trouba,Andrei Vasilevskiy,Jason Zucker
Mika Zibanejad,Anthony Cirelli,Artemi Panarin,Pavel Buchnevich,Alexis Lafreniere,Adam Fox,John Carlson,Andrei Vasilevskiy,Tyler Johnson
Mika Zibanejad,Ryan Strome,Artemi Panarin,Pavel Buchnevich,Jake Guentzel,John Carlson,Jacob Trouba,Andrei Vasilevskiy,Alexis Lafreniere
Mika Zibanejad,Ryan Strome,Artemi Panarin,Pavel Buchnevich,Chris Kreider,Victor Hedman,Roman Josi,Igor Shesterkin,Alexis Lafreniere
Mika Zibanejad,Sidney Crosby,Pavel Buchnevich,Jake Guentzel,Alexis Lafreniere,Victor Hedman,Jacob Trouba,Andrei Vasilevskiy,Tyler Johnson
Mika Zibanejad,Evgeni Malkin,Pavel Buchnevich,Alexis Lafreniere,Tyler Johnson,Victor Hedman,Adam Fox,Andrei Vasilevskiy,Alex Killorn
Mika Zibanejad,Sidney Crosby,Artemi Panarin,Alexis Lafreniere,Phil Di Giuseppe,Victor Hedman,Jacob Trouba,Andrei Vasilevskiy,Ryan Strome
Mika Zibanejad,Brayden Point,Steven Stamkos,Pavel Buchnevich,Alexis Lafreniere,Adam Fox,John Marino,Andrei Vasilevskiy,Tyler Johnson
Evgeni Malkin,Ryan Strome,Artemi Panarin,Pavel Buchnevich,Jason Zucker,Victor Hedman,Adam Fox,Andrei Vasilevskiy,Phil Di Giuseppe
