Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Patrick Mahomes,8300,KC,QB,JAX,24.6,
Josh Allen,7900,BUF,QB,LV,24.0,
Christian McCaffrey,8900,SF,RB,LAR,22.9,
Stefon Diggs,8000,BUF,WR,LV,20.8,
Trevor Lawrence,6700,JAX,QB,KC,20.7,
Ja'Marr Chase,7900,CIN,WR,BAL,20.6,
Justin Herbert,7000,LAC,QB,TEN,20.6,
Joe Burrow,6900,CIN,QB,BAL,20.4,
Lamar Jackson,7700,BAL,QB,CIN,20.3,
Davante Adams,7600,LV,WR,BUF,20.2,
Justin Fields,7600,CHI,QB,TB,20.2,
Travis Kelce,7600,KC,TE,JAX,19.2,
Amon-Ra St. Brown,7800,DET,WR,SEA,18.9,
Anthony Richardson,6300,IND,QB,HOU,18.6,
Dak Prescott,6600,DAL,QB,NYJ,18.0,
Saquon Barkley,8000,NYG,RB,ARI,17.9,
Jared Goff,6200,DET,QB,SEA,17.9,
Tony Pollard,7500,DAL,RB,NYJ,17.9,
Bijan Robinson,7900,ATL,RB,GB,17.8,
CeeDee Lamb,7700,DAL,WR,NYJ,17.7,
Derrick Henry,7400,TEN,RB,LAC,17.6,
Daniel Jones,6000,NYG,QB,ARI,17.5,
Josh Jacobs,7100,LV,RB,BUF,17.4,
Geno Smith,5900,SEA,QB,DET,17.3,
Keenan Allen,7100,LAC,WR,TEN,17.2,
Brock Purdy,5700,SF,QB,LAR,17.1,
Calvin Ridley,7200,JAX,WR,KC,16.8,
Russell Wilson,5800,DEN,QB,WAS,16.3,
Travis Etienne Jr.,6900,JAX,RB,KC,16.3,
Baker Mayfield,5100,TB,QB,CHI,16.3,
Jordan Love,5500,GB,QB,ATL,15.9,
Sam Howell,5400,WAS,QB,DEN,15.9,
Jimmy Garoppolo,5300,LV,QB,BUF,15.7,
Ryan Tannehill,5000,TEN,QB,LAC,15.5,
Matthew Stafford,5600,LAR,QB,SF,15.3,
C.J. Stroud,5200,HOU,QB,IND,15.0,
James Conner,6200,ARI,RB,NYG,14.8,
Brandon Aiyuk,5800,SF,WR,LAR,14.6,
DK Metcalf,7000,SEA,WR,DET,14.5,
Joe Mixon,6500,CIN,RB,BAL,14.5,
James Cook,6100,BUF,RB,LV,14.4,
Deebo Samuel,5600,SF,WR,LAR,14.2,
Tee Higgins,6400,CIN,WR,BAL,14.2,
DeAndre Hopkins,6700,TEN,WR,LAC,14.1,
Chris Godwin,6000,TB,WR,CHI,14.0,
Joshua Kelley,5000,LAC,RB,TEN,13.7,
Jahmyr Gibbs,6300,DET,RB,SEA,13.7,
Michael Pittman Jr.,6300,IND,WR,HOU,13.6,
Mike Williams,5700,LAC,WR,TEN,13.5,
Desmond Ridder,5000,ATL,QB,GB,13.3,
Kyren Williams,5000,LAR,RB,SF,13.1,
AJ Dillon,5900,GB,RB,ATL,13.1,
Mike Evans,6200,TB,WR,CHI,13.0,
Garrett Wilson,7500,NYJ,WR,DAL,12.9,
Dameon Pierce,5600,HOU,RB,IND,12.6,
DJ Moore,5500,CHI,WR,TB,12.5,
Mark Andrews,6300,BAL,TE,CIN,12.5,
Zach Wilson,4900,NYJ,QB,DAL,12.2,
Jerry Jeudy,6600,DEN,WR,WAS,12.1,
