QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
16093691,16093743,16093737,16093865,16093887,16093851,16094041,16093893,16094160,,1. Locate the player you want to select in the list below ,,,,,,,,
16093691,16093743,16093727,16093891,16093865,16093851,16094065,16093893,16094162,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) ,,,,,,,,
16093690,16093743,16093727,16093891,16093865,16093881,16094041,16094057,16094155,,3. Paste the ID into the roster position desired ,,,,,,,,
16093691,16093739,16093731,16093891,16093865,16093887,16094059,16093851,16094158,,4. You must include an ID for each player; you cannot use just the player's name ,,,,,,,,
16093695,16093743,16093731,16093865,16093851,16093879,16094049,16093869,16094162,,5. You can create up to 500 lineups per file ,,,,,,,,
16093691,16093743,16093741,16093887,16093851,16093893,16094043,16093871,16094154,,,,,,,,,,
16093690,16093743,16093725,16093891,16093881,16093899,16094041,16093867,16094161,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
16093700,16093743,16093727,16093865,16093851,16093885,16094063,16093861,16094162,,RB,Derrick Henry (16093725),Derrick Henry,16093725,RB/FLEX,9200,BAL@TEN 01/10/2021 01:05PM ET,TEN,22.82
16093691,16093743,16093729,16093891,16093865,16093851,16094071,16093883,16094159,,RB,Alvin Kamara (16093727),Alvin Kamara,16093727,RB/FLEX,8500,CHI@NO 01/10/2021 04:40PM ET,NO,25.59
16093690,16093743,16093745,16093851,16093881,16093853,16094041,16094051,16094156,,RB,Jonathan Taylor (16093729),Jonathan Taylor,16093729,RB/FLEX,7900,IND@BUF 01/09/2021 01:05PM ET,IND,17.52
16093697,16093743,16093751,16093865,16093851,16093861,16094041,16093889,16094152,,QB,Lamar Jackson (16093690),Lamar Jackson,16093690,QB,7800,BAL@TEN 01/10/2021 01:05PM ET,BAL,23.45
16093693,16093743,16093727,16093865,16093851,16093859,16094053,16094001,16094162,,WR,Stefon Diggs (16093851),Stefon Diggs,16093851,WR/FLEX,7700,IND@BUF 01/09/2021 01:05PM ET,BUF,21.85
16093698,16093743,16093725,16093887,16093851,16093877,16094041,16093911,16094157,,QB,Josh Allen (16093691),Josh Allen,16093691,QB,7500,IND@BUF 01/09/2021 01:05PM ET,BUF,27.25
16093692,16093743,16093747,16093865,16093851,16093867,16094047,16093873,16094162,,WR,A.J. Brown (16093853),A.J. Brown,16093853,WR/FLEX,7100,BAL@TEN 01/10/2021 01:05PM ET,TEN,18.61
16093691,16093743,16093727,16093851,16093893,16093903,16094061,16093875,16094151,,WR,Chris Godwin (16093855),Chris Godwin,16093855,WR/FLEX,7000,TB@WAS 01/09/2021 08:15PM ET,TB,16.17
16093694,16093743,16093761,16093891,16093865,16093853,16094041,16093857,16094153,,WR,Tyler Lockett (16093857),Tyler Lockett,16093857,WR/FLEX,6900,LAR@SEA 01/09/2021 04:40PM ET,SEA,16.96
16093701,16093727,16093749,16093865,16093867,16093855,16094041,16093901,16094158,,QB,Tom Brady (16093692),Tom Brady,16093692,QB,6900,TB@WAS 01/09/2021 08:15PM ET,TB,23.24
16093696,16093727,16093733,16093865,16093851,16093871,16094073,16093907,16094162,,RB,David Montgomery (16093731),David Montgomery,16093731,RB/FLEX,6900,CHI@NO 01/10/2021 04:40PM ET,CHI,18.32
16093697,16093727,16093753,16093865,16093851,16093863,16094045,16093919,16094158,,QB,Russell Wilson (16093693),Russell Wilson,16093693,QB,6700,LAR@SEA 01/09/2021 04:40PM ET,SEA,24.49
16093699,16093727,16093735,16093865,16093851,16093879,16094069,16093895,16094158,,WR,DK Metcalf (16093859),DK Metcalf,16093859,WR/FLEX,6700,LAR@SEA 01/09/2021 04:40PM ET,SEA,17.96
,,,,,,,,,,RB,Nick Chubb (16093733),Nick Chubb,16093733,RB/FLEX,6700,CLE@PIT 01/10/2021 08:15PM ET,CLE,18.89
,,,,,,,,,,QB,Ryan Tannehill (16093694),Ryan Tannehill,16093694,QB,6600,BAL@TEN 01/10/2021 01:05PM ET,TEN,22.58
,,,,,,,,,,RB,J.K. Dobbins (16093735),J.K. Dobbins,16093735,RB/FLEX,6600,BAL@TEN 01/10/2021 01:05PM ET,BAL,11.63
,,,,,,,,,,WR,Allen Robinson II (16093861),Allen Robinson II,16093861,WR/FLEX,6600,CHI@NO 01/10/2021 04:40PM ET,CHI,17.18
,,,,,,,,,,WR,Mike Evans (16093863),Mike Evans,16093863,WR/FLEX,6500,TB@WAS 01/09/2021 08:15PM ET,TB,16.29
,,,,,,,,,,WR,Michael Thomas (16093865),Michael Thomas,16093865,WR/FLEX,6400,CHI@NO 01/10/2021 04:40PM ET,NO,12.84
,,,,,,,,,,WR,Terry McLaurin (16093867),Terry McLaurin,16093867,WR/FLEX,6300,TB@WAS 01/09/2021 08:15PM ET,WAS,15.59
,,,,,,,,,,WR,Robert Woods (16093871),Robert Woods,16093871,WR/FLEX,6200,LAR@SEA 01/09/2021 04:40PM ET,LAR,15.76
,,,,,,,,,,WR,Diontae Johnson (16093869),Diontae Johnson,16093869,WR/FLEX,6200,CLE@PIT 01/10/2021 08:15PM ET,PIT,15.25
,,,,,,,,,,WR,Antonio Brown (16093873),Antonio Brown,16093873,WR/FLEX,6100,TB@WAS 01/09/2021 08:15PM ET,TB,15.01
,,,,,,,,,,QB,Ben Roethlisberger (16093695),Ben Roethlisberger,16093695,QB,6100,CLE@PIT 01/10/2021 08:15PM ET,PIT,19.55
,,,,,,,,,,QB,Jared Goff (16093696),Jared Goff,16093696,QB,6000,LAR@SEA 01/09/2021 04:40PM ET,LAR,18.33
,,,,,,,,,,WR,Cooper Kupp (16093875),Cooper Kupp,16093875,WR/FLEX,6000,LAR@SEA 01/09/2021 04:40PM ET,LAR,14.58
,,,,,,,,,,RB,Chris Carson (16093737),Chris Carson,16093737,RB/FLEX,5900,LAR@SEA 01/09/2021 04:40PM ET,SEA,15.65
,,,,,,,,,,WR,Jarvis Landry (16093877),Jarvis Landry,16093877,WR/FLEX,5800,CLE@PIT 01/10/2021 08:15PM ET,CLE,12.73
,,,,,,,,,,RB,Antonio Gibson (16093739),Antonio Gibson,16093739,RB/FLEX,5700,TB@WAS 01/09/2021 08:15PM ET,WAS,15.01
,,,,,,,,,,QB,Drew Brees (16093697),Drew Brees,16093697,QB,5700,CHI@NO 01/10/2021 04:40PM ET,NO,18.87
,,,,,,,,,,QB,Philip Rivers (16093698),Philip Rivers,16093698,QB,5500,IND@BUF 01/09/2021 01:05PM ET,IND,16.31
