Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Josh Allen,7500,BUF,QB,IND,25.46,40.30%
Seattle Seahawks,2700,SEA,DST,LAR,9.12,31.00%
Drew Brees,5700,NOS,QB,CHI,19.14,0.00%
Ben Roethlisberger,6100,PIT,QB,CLE,20.07,0.00%
Lamar Jackson,7800,BAL,QB,TEN,25.43,0.00%
Philip Rivers,5500,IND,QB,BUF,17.43,8.10%
Tennessee Titans,2200,TEN,DST,BAL,7.04,0.00%
Mitchell Trubisky,5300,CHI,QB,NOS,16.98,0.00%
Cam Akers,5100,LAR,RB,SEA,16.28,40.90%
Russell Wilson,6700,SEA,QB,LAR,20.48,15.30%
Corey Davis,4800,TEN,WR,BAL,14.66,0.00%
Michael Thomas,6400,NOS,WR,CHI,19.44,0.00%
Tom Brady,6900,TBB,QB,WAS,20.65,21.80%
Baker Mayfield,5400,CLE,QB,PIT,15.82,0.00%
T.Y. Hilton,5100,IND,WR,BUF,14.63,25.20%
Mark Andrews,5200,BAL,TE,TEN,15.18,0.00%
Stefon Diggs,7700,BUF,WR,IND,22.12,68.70%
Ryan Tannehill,6600,TEN,QB,BAL,18.74,0.00%
John Brown,4700,BUF,WR,IND,13.31,23.80%
Jonnu Smith,3200,TEN,TE,BAL,8.87,0.00%
Tampa Bay Buccaneers,3400,TBB,DST,WAS,9.05,24.00%
Indianapolis Colts,2300,IND,DST,BUF,6.02,10.00%
Marquise Brown,5400,BAL,WR,TEN,14.79,0.00%
Jared Goff,6000,LAR,QB,SEA,16.23,12.10%
JuJu Smith-Schuster,5500,PIT,WR,CLE,14.80,0.00%
Diontae Johnson,6200,PIT,WR,CLE,16.47,0.00%
Darnell Mooney,3900,CHI,WR,NOS,10.35,0.00%
Chris Carson,5900,SEA,RB,LAR,15.51,38.20%
Antonio Gibson,5700,WAS,RB,TBB,14.87,31.40%
Robert Woods,6200,LAR,WR,SEA,16.16,21.10%
Logan Thomas,4900,WAS,TE,TBB,12.72,36.70%
Alvin Kamara,8500,NOS,RB,CHI,22.06,0.00%
Chase Claypool,5200,PIT,WR,CLE,13.43,0.00%
Eric Ebron,3700,PIT,TE,CLE,9.55,0.00%
Terry McLaurin,6300,WAS,WR,TBB,16.12,18.40%
Washington Football Team,2400,WAS,DST,TBB,6.09,6.00%
David Montgomery,6900,CHI,RB,NOS,17.54,0.00%
Allen Robinson,6600,CHI,WR,NOS,16.60,0.00%
Jarvis Landry,5800,CLE,WR,PIT,14.64,0.00%
Derrick Henry,9200,TEN,RB,BAL,22.77,0.00%
James Conner,5000,PIT,RB,CLE,12.31,0.00%
D.K. Metcalf,6700,SEA,WR,LAR,16.50,27.20%
Tyler Higbee,3400,LAR,TE,SEA,8.28,16.60%
Cole Kmet,3000,CHI,TE,NOS,7.28,0.00%
Ronald Jones,5500,TBB,RB,WAS,13.39,36.80%
Austin Hooper,3900,CLE,TE,PIT,9.39,0.00%
Baltimore Ravens,3300,BAL,DST,TEN,7.90,0.00%
