QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Duke Johnson,Tyler Lockett,Stefon Diggs,Christian Kirk,Evan Engram,Aaron Jones,Los Angeles Rams
Josh Allen,Mike Davis,Duke Johnson,DeVante Parker,Stefon Diggs,Robby Anderson,Dallas Goedert,DeAndre Hopkins,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,DeVante Parker,Tyler Lockett,Stefon Diggs,Noah Fant,Larry Fitzgerald,New Orleans Saints
Kyler Murray,Mike Davis,Duke Johnson,Jakeem Grant,Stefon Diggs,DeAndre Hopkins,Hunter Henry,Aaron Jones,Philadelphia Eagles
Jared Goff,Mike Davis,Duke Johnson,Tyler Lockett,Terry McLaurin,Cooper Kupp,Dallas Goedert,Aaron Jones,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,D.J. Moore,Larry Fitzgerald,Hunter Henry,Alvin Kamara,Detroit Lions
Derek Carr,Mike Davis,Duke Johnson,DeVante Parker,Davante Adams,Jerry Jeudy,Darren Waller,Aaron Jones,New Orleans Saints
Justin Herbert,Mike Davis,Aaron Jones,Jakeem Grant,Tyler Lockett,Keenan Allen,Evan Engram,Alvin Kamara,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Jakeem Grant,Stefon Diggs,Davante Adams,Dan Arnold,Miles Sanders,New Orleans Saints
Kyler Murray,Mike Davis,Duke Johnson,Stefon Diggs,Robby Anderson,Larry Fitzgerald,Evan Engram,Alvin Kamara,Miami Dolphins
Josh Allen,Mike Davis,Miles Sanders,Tyler Lockett,Stefon Diggs,Keenan Allen,Dallas Goedert,Larry Fitzgerald,Cleveland Browns
Carson Wentz,Mike Davis,Duke Johnson,Stefon Diggs,Davante Adams,Darius Slayton,Dallas Goedert,Aaron Jones,Denver Broncos
Josh Allen,Mike Davis,Aaron Jones,Keelan Cole,Stefon Diggs,DeAndre Hopkins,Noah Fant,D'Andre Swift,Miami Dolphins
Justin Herbert,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,Keenan Allen,Hunter Henry,Miles Sanders,Los Angeles Rams
Josh Allen,Mike Davis,Aaron Jones,DeVante Parker,Tyler Lockett,DeAndre Hopkins,Hunter Henry,John Brown,Los Angeles Chargers
Kyler Murray,Mike Davis,Duke Johnson,Stefon Diggs,Keenan Allen,Christian Kirk,Logan Thomas,Miles Sanders,New Orleans Saints
Kyler Murray,Mike Davis,Miles Sanders,Tyler Lockett,Stefon Diggs,D.J. Moore,Jacob Hollister,DeAndre Hopkins,Los Angeles Rams
Josh Allen,Mike Davis,Duke Johnson,Stefon Diggs,Diontae Johnson,Larry Fitzgerald,Darren Waller,Davante Adams,Jacksonville Jaguars
Josh Allen,Mike Davis,Aaron Jones,Robby Anderson,Keenan Allen,Larry Fitzgerald,Darren Waller,John Brown,New Orleans Saints
Josh Allen,Mike Davis,Alvin Kamara,Jakeem Grant,Tyler Lockett,Stefon Diggs,Logan Thomas,DeAndre Hopkins,Seattle Seahawks
