QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Duke Johnson,Tyler Lockett,Stefon Diggs,Christian Kirk,Evan Engram,Aaron Jones,Los Angeles Rams
Kyler Murray,Mike Davis,Alvin Kamara,DeVante Parker,Stefon Diggs,Robby Anderson,Dallas Goedert,Larry Fitzgerald,New Orleans Saints
Justin Herbert,Mike Davis,Aaron Jones,Jakeem Grant,Terry McLaurin,Davante Adams,Hunter Henry,Miles Sanders,New Orleans Saints
Derek Carr,Mike Davis,Duke Johnson,Robby Anderson,Keenan Allen,Davante Adams,Noah Fant,Darren Waller,Detroit Lions
Kyler Murray,Mike Davis,Aaron Jones,D.J. Moore,DeAndre Hopkins,John Brown,Noah Fant,D'Andre Swift,Miami Dolphins
Jared Goff,Mike Davis,Aaron Jones,Diontae Johnson,Keenan Allen,Cooper Kupp,Jacob Hollister,Alvin Kamara,Denver Broncos
Carson Wentz,Mike Davis,D'Andre Swift,Tyler Lockett,Cooper Kupp,Davante Adams,Dallas Goedert,Darius Slayton,Philadelphia Eagles
Drew Lock,Mike Davis,Miles Sanders,Tyler Lockett,D.J. Moore,Jerry Jeudy,Darren Waller,Alvin Kamara,Los Angeles Chargers
Josh Allen,Mike Davis,Miles Sanders,DeVante Parker,Keenan Allen,DeAndre Hopkins,Austin Hooper,Cole Beasley,Green Bay Packers
Russell Wilson,Mike Davis,Duke Johnson,D.J. Moore,Cooper Kupp,D.K. Metcalf,Austin Hooper,Josh Jacobs,New Orleans Saints
Tom Brady,Mike Davis,Aaron Jones,DeVante Parker,Curtis Samuel,D.K. Metcalf,Darren Waller,Chris Godwin,Cleveland Browns
Carson Wentz,Mike Davis,Alvin Kamara,Terry McLaurin,Jalen Reagor,DeAndre Hopkins,Evan Engram,JuJu Smith-Schuster,Detroit Lions
Matthew Stafford,Mike Davis,Josh Jacobs,Stefon Diggs,Diontae Johnson,Davante Adams,Logan Thomas,Kenny Golladay,Miami Dolphins
Jared Goff,Mike Davis,Antonio Gibson,Tyler Lockett,Robby Anderson,DeAndre Hopkins,Hunter Henry,Robert Woods,Cleveland Browns
Josh Allen,Mike Davis,Josh Jacobs,Terry McLaurin,Larry Fitzgerald,Michael Thomas,Darren Waller,John Brown,New York Giants
Tua Tagovailoa,Mike Davis,D'Andre Swift,Stefon Diggs,Keenan Allen,Terry McLaurin,Mike Gesicki,D.K. Metcalf,Jacksonville Jaguars
Kyler Murray,Duke Johnson,Miles Sanders,Jakeem Grant,Stefon Diggs,Cooper Kupp,Jacob Hollister,DeAndre Hopkins,Cleveland Browns
Aaron Rodgers,Mike Davis,James Robinson,DeVante Parker,Keelan Cole,D.J. Moore,Evan Engram,Davante Adams,Pittsburgh Steelers
Deshaun Watson,Mike Davis,Duke Johnson,Jarvis Landry,Michael Thomas,Brandin Cooks,Hunter Henry,Alvin Kamara,Miami Dolphins
Deshaun Watson,Mike Davis,Aaron Jones,Robby Anderson,Kenny Golladay,Will Fuller,Austin Hooper,James Robinson,Los Angeles Chargers
