Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Christian McCaffrey,9300,SF,RB,ARI,26.1,
Josh Allen,8200,BUF,QB,DAL,23.2,
Dak Prescott,8000,DAL,QB,BUF,23.2,
Brock Purdy,6800,SF,QB,ARI,21.7,
CeeDee Lamb,9200,DAL,WR,BUF,21.7,
Kyren Williams,7500,LAR,RB,WAS,21.5,
Justin Fields,7000,CHI,QB,CLE,19.8,
Matthew Stafford,6000,LAR,QB,WAS,19.4,
Sam Howell,6300,WAS,QB,LAR,19.4,
Patrick Mahomes,7800,KC,QB,NE,19.3,
Stefon Diggs,8400,BUF,WR,DAL,18.9,
Jordan Love,6200,GB,QB,TB,18.6,
Alvin Kamara,8600,NO,RB,NYG,18.3,
Travis Kelce,7600,KC,TE,NE,18.0,
Deebo Samuel,7700,SF,WR,ARI,17.6,
Brandon Aiyuk,7200,SF,WR,ARI,17.0,
Cooper Kupp,7800,LAR,WR,WAS,16.9,
Saquon Barkley,7300,NYG,RB,NO,16.9,
Kyler Murray,6400,ARI,QB,SF,16.8,
Mike Evans,7500,TB,WR,GB,16.7,
Ezekiel Elliott,5800,NE,RB,KC,16.3,
Rachaad White,7000,TB,RB,GB,16.0,
Joe Flacco,5500,CLE,QB,CHI,15.8,
Tua Tagovailoa,7900,MIA,QB,NYJ,15.8,
Will Levis,5400,TEN,QB,HOU,15.5,
DJ Moore,6900,CHI,WR,CLE,15.4,
Tony Pollard,6700,DAL,RB,BUF,15.4,
Bijan Robinson,6800,ATL,RB,CAR,15.1,
Puka Nacua,7300,LAR,WR,WAS,15.0,
Baker Mayfield,5700,TB,QB,GB,14.8,
Jaylen Waddle,7400,MIA,WR,NYJ,14.8,
Derrick Henry,6900,TEN,RB,HOU,14.8,
DeAndre Hopkins,6200,TEN,WR,HOU,14.4,
Breece Hall,6400,NYJ,RB,MIA,14.3,
Tommy DeVito,5000,NYG,QB,NO,14.3,
George Kittle,5800,SF,TE,ARI,14.2,
Rashee Rice,6100,KC,WR,NE,14.1,
De'Von Achane,7200,MIA,RB,NYJ,13.9,
Raheem Mostert,7100,MIA,RB,NYJ,13.8,
Derek Carr,5800,NO,QB,NYG,13.7,
Aaron Jones,6500,GB,RB,TB,13.5,
Garrett Wilson,5800,NYJ,WR,MIA,13.3,
Zach Wilson,4900,NYJ,QB,MIA,13.2,
Amari Cooper,6000,CLE,WR,CHI,13.1,
James Cook,6300,BUF,RB,DAL,12.7,
Jayden Reed,4900,GB,WR,TB,12.5,
Chuba Hubbard,5600,CAR,RB,ATL,12.4,
Bailey Zappe,5000,NE,QB,KC,12.4,
Adam Thielen,6300,CAR,WR,ATL,12.4,
Jerome Ford,5500,CLE,RB,CHI,12.3,
